onset	duration	trial_type	response_time
4.027124	5.832171	event_stranger_reward	0.521583
4.027124	0.521583	stranger_face	0.521583
15.523776	5.025377	event_friend_punish	0.425034
15.523776	0.425034	friend_face	0.425034
22.979450	5.831851	event_computer_reward	0.519807
22.979450	0.519807	computer_non-faceclea	0.519807
31.249407	5.830336	event_stranger_reward	0.416565
31.249407	0.416565	stranger_face	0.416565
37.892100	4.216656	event_computer_punish	0.940042
37.892100	0.940042	computer_non-faceclea	0.940042
44.535793	5.023631	event_computer_neutral	0.429681
44.535793	0.429681	computer_non-faceclea	0.429681
50.371838	5.831191	event_computer_punish	0.626979
50.371838	0.626979	computer_non-faceclea	0.626979
58.635540	5.832222	event_friend_reward	0.430069
58.635540	0.430069	friend_face	0.430069
65.289800	4.214899	event_stranger_reward	0.525379
65.289800	0.525379	stranger_face	0.525379
70.326310	5.024484	event_stranger_punish	0.522421
70.326310	0.522421	stranger_face	0.522421
77.783320	5.829605	event_friend_punish	0.532171
77.783320	0.532171	friend_face	0.532171
87.658730	5.024109	event_friend_reward	0.523079
87.658730	0.523079	friend_face	0.523079
93.505180	5.021811	event_stranger_reward	0.626793
93.505180	0.626793	stranger_face	0.626793
99.340225	5.835601	event_computer_reward	0.424995
99.340225	0.424995	computer_non-faceclea	0.424995
105.993195	4.214625	event_friend_reward	0.622686
105.993195	0.622686	friend_face	0.622686
111.021430	4.217197	event_computer_punish	0.427160
111.021430	0.427160	computer_non-faceclea	0.427160
119.287415	5.831203	event_friend_reward	0.527650
119.287415	0.527650	friend_face	0.527650
132.395140	5.830566	event_friend_punish	0.520008
132.395140	0.520008	friend_face	0.520008
139.042360	4.216239	event_friend_reward	0.739594
139.042360	0.739594	friend_face	0.739594
148.925220	4.215350	event_stranger_punish	0.522956
148.925220	0.522956	stranger_face	0.522956
153.953160	4.214521	event_computer_punish	0.528613
153.953160	0.528613	computer_non-faceclea	0.528613
162.220570	5.829048	event_stranger_punish	0.427859
162.220570	0.427859	stranger_face	0.427859
168.863040	4.216889	event_computer_reward	0.735383
168.863040	0.735383	computer_non-faceclea	0.735383
175.512400	4.215249	event_friend_neutral	0.520405
175.512400	0.520405	friend_face	0.520405
180.540180	4.215811	event_computer_punish	0.624647
180.540180	0.624647	computer_non-faceclea	0.624647
185.573070	4.215305	event_friend_punish	0.425258
185.573070	0.425258	friend_face	0.425258
192.219800	5.022308	event_friend_punish	0.428476
192.219800	0.428476	friend_face	0.428476
204.524120	5.836152	event_stranger_reward	0.423816
204.524120	0.423816	stranger_face	0.423816
211.180700	4.216385	event_stranger_punish	0.534343
211.180700	0.534343	stranger_face	0.534343
216.215070	5.834491	event_friend_punish	0.533038
216.215070	0.533038	friend_face	0.533038
224.485870	5.023747	event_stranger_reward	0.429109
224.485870	0.429109	stranger_face	0.429109
233.560350	5.023983	event_stranger_punish	0.421088
233.560350	0.421088	stranger_face	0.421088
244.242140	5.024916	event_computer_reward	0.422445
244.242140	0.422445	computer_non-faceclea	0.422445
250.085360	4.216017	event_friend_punish	0.729114
250.085360	0.729114	friend_face	0.729114
255.123460	5.831139	event_stranger_punish	0.941262
255.123460	0.941262	stranger_face	0.941262
261.768220	5.023812	event_computer_reward	0.629670
261.768220	0.629670	computer_non-faceclea	0.629670
272.459350	4.213877	event_stranger_reward	0.638663
272.459350	0.638663	stranger_face	0.638663
279.100700	5.830905	event_computer_reward	0.830319
279.100700	0.830319	computer_non-faceclea	0.830319
287.358430	5.021718	event_computer_reward	0.622596
287.358430	0.622596	computer_non-faceclea	0.622596
294.814200	4.215254	event_friend_punish	0.533698
294.814200	0.533698	friend_face	0.533698
299.842620	5.022819	event_computer_neutral	2.071852
299.842620	2.071852	computer_non-faceclea	2.071852
307.302700	5.836904	event_stranger_punish	0.528481
307.302700	0.528481	stranger_face	0.528481
313.957500	5.022847	event_friend_reward	0.640408
313.957500	0.640408	friend_face	0.640408
319.801900	4.216530	event_stranger_punish	0.728978
319.801900	0.728978	stranger_face	0.728978
324.832900	5.830049	event_computer_punish	0.531704
324.832900	0.531704	computer_non-faceclea	0.531704
334.714700	5.025159	event_stranger_neutral	0.632987
334.714700	0.632987	stranger_face	0.632987
340.557460	4.216370	event_friend_reward	0.523325
340.557460	0.523325	friend_face	0.523325
345.586980	5.023402	event_computer_punish	0.527258
345.586980	0.527258	computer_non-faceclea	0.527258
354.662870	5.023915	event_stranger_neutral	0.519625
354.662870	0.519625	stranger_face	0.519625
362.119660	4.215056	event_friend_reward	0.627842
362.119660	0.627842	friend_face	0.627842
367.147200	5.830278	event_computer_reward	0.733816
367.147200	0.733816	computer_non-faceclea	0.733816
381.863950	5.022080	event_computer_punish	0.433321
381.863950	0.433321	computer_non-faceclea	0.433321
387.708600	5.830607	event_stranger_reward	0.623015
387.708600	0.623015	stranger_face	0.623015
394.356630	5.023178	event_friend_neutral	0.940799
394.356630	0.940799	friend_face	0.940799
