TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,4.037500e+00,8.075000e-01,1.0,0.0,2.700137e-06,0.011589101,4.02917,1.0,5.1734815,1.1443112,5.273926,2.3631887,7.639894,9.0,7.640037,8.24771,4.2185397,8.247884,12.288559,--
2,2,1,1,1,2.422500e+00,8.075000e-01,1.0,1.0,--,--,12.294135,1.0,13.557178,1.2630419,13.657537,2.2444582,15.904687,7.0,15.9047985,16.510239,4.216103,16.510376,18.936508,--
3,3,4,2,1,4.037500e+00,1.615000e+00,1.0,2.0,--,--,18.950115,1.0,19.790686,0.8405705,19.891077,3.4744296,23.367302,8.0,23.367416,23.973717,5.0236015,23.973856,28.014444,--
4,4,2,1,2,8.075000e-01,1.615000e+00,1.0,3.0,--,--,28.01755,1.0,28.657154,0.6396057,28.757524,3.6753943,32.434925,5.0,32.435043,33.041885,5.024337,33.04202,33.852154,--
5,5,3,1,3,8.075000e-01,1.615000e+00,1.0,4.0,--,--,33.854008,2.0,34.59045,0.7364406,34.690815,3.5785594,38.2713,6.0,38.27147,38.877594,5.023587,38.877747,39.687614,--
6,6,7,3,1,8.075000e-01,8.075000e-01,1.0,5.0,--,--,39.692585,1.0,40.524567,0.8319803,40.624924,2.6755197,43.30244,8.0,43.30256,43.906948,4.2143645,43.907085,44.71767,--
7,7,3,1,3,2.422500e+00,8.075000e-01,1.0,6.0,--,--,44.720703,2.0,45.356857,0.636153,45.457222,2.871347,48.33147,6.0,48.331585,48.937984,4.217282,48.93812,51.362736,--
8,8,6,2,3,2.422500e+00,8.075000e-01,1.0,7.0,--,--,51.375027,1.0,52.423706,1.0486816,52.524067,2.4588184,54.984344,2.0,54.984467,55.589027,4.214,55.589165,58.013897,--
9,9,9,3,3,8.075000e-01,2.422500e+00,1.0,8.0,--,--,58.017853,1.0,58.65713,0.6392766,58.757492,4.4832234,63.243603,3.0,63.243717,63.848743,5.8308883,63.848877,64.65859,--
10,10,9,3,3,8.075000e-01,2.422500e+00,1.0,9.0,--,--,64.66117,2.0,65.39008,0.7289111,65.490456,4.393589,69.8858,9.0,69.88592,70.49499,5.833815,70.495125,71.30498,--
11,11,7,3,1,2.422500e+00,8.075000e-01,1.0,10.0,--,--,71.307465,1.0,72.040245,0.7327799,72.14061,2.7747202,74.9181,7.0,74.91822,75.523285,4.2158227,75.52342,77.94807,--
12,12,6,2,3,2.422500e+00,1.615000e+00,1.0,11.0,--,--,77.961105,1.0,78.49046,0.529358,78.590836,3.785642,82.37862,4.0,82.37873,82.98609,5.024982,82.98623,85.41118,--
