dataset	subject	session	run	method	image	mask	nominal_kernel_fwhm_mm	susan_spatial_sigma_mm	susan_masked_median	susan_brightness_threshold	fsl_version	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
ds003745	111		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-111/func/sub-111_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-111/func/sub-111_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.83473	5.7875	5.7585	5.79349	0.611488	2.95957	17.2112	8.88268	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	111		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-111/func/sub-111_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-111/func/sub-111_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	786.666199 	589.99964925	6.0.7.18	8.94065	8.8337	7.92679	8.55467	0.47747	4.26404	20.8359	13.9229	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	112		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.70266	3.47878	3.77666	3.65048	0.90517	2.07839	19.0316	5.11216	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	112		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.78335	5.77051	5.78389	5.77925	0.599294	3.08479	11.5341	8.66506	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	112		01	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-112/func/sub-112_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	611.995911 	458.99693325	6.0.7.18	8.34985	8.34517	7.99912	8.22972	0.510203	4.56313	14.3835	12.9187	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	112		02	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.74408	3.53183	3.82347	3.69772	0.889087	2.08567	19.5266	5.2064	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	112		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.84884	5.798	5.85132	5.83267	0.577114	3.06788	12.1509	8.83453	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	112		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-112/func/sub-112_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-112/func/sub-112_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	610.704468 	458.028351	6.0.7.18	8.60694	8.61053	8.22424	8.47861	0.469582	4.67101	14.7883	13.5351	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	113		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						4.04446	3.67331	3.78121	3.82986	0.869257	2.12011	19.2592	5.39976	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	113		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.7358	5.70814	5.71738	5.72043	0.603547	2.96102	14.0639	8.66035	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	113		01	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-113/func/sub-113_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	776.257568 	582.193176	6.0.7.18	8.8045	8.47888	8.01755	8.42743	0.496144	4.44929	18.3025	13.6485	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	113		02	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						4.03868	3.66853	3.79069	3.82957	0.869429	2.12883	19.4254	5.42159	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	113		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.73666	5.66844	5.7199	5.70826	0.616547	2.99199	14.5268	8.69906	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	113		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-113/func/sub-113_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-113/func/sub-113_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	777.242126 	582.9315945	6.0.7.18	8.72592	8.38016	7.87742	8.3205	0.472767	4.43459	17.2511	13.6372	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	115		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.76593	3.72144	3.85119	3.77914	0.891523	2.13288	20.7354	5.35056	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	115		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.77686	5.76885	5.76424	5.76998	0.577798	3.06142	11.4252	8.70586	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	115		01	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-115/func/sub-115_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	868.138062 	651.1035465	6.0.7.18	8.35959	8.48795	7.97062	8.26977	0.464359	4.69165	13.6351	13.2707	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	115		02	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.78479	3.7265	3.84977	3.78669	0.892067	2.13815	20.8461	5.36543	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	115		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.75705	5.74504	5.75055	5.75088	0.567008	3.05123	10.9335	8.65693	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	115		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-115/func/sub-115_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-115/func/sub-115_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	870.107910 	652.5809325	6.0.7.18	8.3774	8.47841	7.95938	8.26864	0.45442	4.75306	13.0936	13.2739	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	116		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.81055	3.57832	3.76365	3.71614	0.906967	2.10759	20.0863	5.19993	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	116		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.76783	5.75735	5.71677	5.74727	0.605706	3.06036	11.4578	8.56615	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	116		01	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-116/func/sub-116_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	842.354309 	631.76573175	6.0.7.18	8.24642	8.28646	7.67318	8.06374	0.518899	4.4363	14.3404	12.5872	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	116		02	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.79923	3.6425	3.73267	3.72425	0.900073	2.09821	20.4225	5.20272	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	116		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.76487	5.77896	5.69261	5.74535	0.599071	3.01928	11.9271	8.57021	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	116		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-116/func/sub-116_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-116/func/sub-116_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	845.218811 	633.91410825	6.0.7.18	8.35054	8.46399	7.74533	8.18044	0.493891	4.45287	14.5624	12.8513	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	117		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.99478	3.8101	3.97578	3.92601	0.847176	2.15673	21.2788	5.52085	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	117		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.7917	5.77774	5.76293	5.77745	0.552376	2.95249	13.2464	8.87814	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	117		01	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-117/func/sub-117_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	987.247009 	740.43525675	6.0.7.18	9.01887	9.1364	8.38782	8.84149	0.379431	4.85225	15.2588	14.8274	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	117		02	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.96694	3.76899	3.92359	3.88557	0.858256	2.14693	20.7134	5.5094	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	117		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.79037	5.77923	5.76927	5.77962	0.560751	2.98562	12.822	8.84038	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	117		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-117/func/sub-117_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-117/func/sub-117_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	985.311279 	738.98345925	6.0.7.18	8.87072	8.99085	8.29931	8.71499	0.410832	4.81262	14.9882	14.361	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	118		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.84621	3.86871	3.82481	3.84653	0.869752	2.14045	19.5372	5.45974	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	118		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.84563	5.87795	5.79012	5.83779	0.551071	3.04111	11.8104	8.86966	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	118		01	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-118/func/sub-118_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	814.920837 	611.19062775	6.0.7.18	8.7402	9.05641	8.11197	8.62716	0.448716	4.7127	14.8275	13.7924	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	118		02	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						4.05565	4.07181	3.93028	4.01874	0.838377	2.20005	16.6117	5.91089	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	118		02	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						6.07519	6.01462	5.89177	5.99337	0.553827	3.11521	12.2068	9.08367	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	118		02	fsl_susan_kernel	/ZPOOL/data/projects/sharedreward-aging/derivatives/smoothing-validation/sub-118/func/sub-118_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-118/func/sub-118_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	6	2.54796540086	815.777649 	611.83323675	6.0.7.18	9.09411	9.40084	8.14629	8.86398	0.456435	4.75373	15.2569	13.9394	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	120		01	baseline	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-120/func/sub-120_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-120/func/sub-120_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						3.87731	3.77513	3.71728	3.78933	0.856686	2.06493	21.382	5.30243	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	120		01	afni_total_target	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-120/func/sub-120_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-120/func/sub-120_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz						5.93702	5.93049	5.74005	5.86847	0.552096	2.97115	12.973	8.88452	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
