dataset	subject	session	run	input_bold	input_mask	output_bold	target_fwhm_mm	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	11703	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11703/ses-01/func/sub-11703_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11703/ses-01/func/sub-11703_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11703/ses-01/func/sub-11703_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.72953	5.70941	5.69391	5.71093	0.487966	3.01125	10.1293	8.8121	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11703	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11703/ses-01/func/sub-11703_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11703/ses-01/func/sub-11703_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11703/ses-01/func/sub-11703_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.94788	5.91427	5.83268	5.89808	0.485981	3.10458	11.2967	9.29375	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11705	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11705/ses-01/func/sub-11705_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11705/ses-01/func/sub-11705_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11705/ses-01/func/sub-11705_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	6.00508	6.00423	5.89758	5.96875	0.440097	2.96349	12.3895	9.57625	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11705	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11705/ses-01/func/sub-11705_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11705/ses-01/func/sub-11705_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11705/ses-01/func/sub-11705_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.87378	5.8822	5.82627	5.8607	0.455392	2.90081	12.7536	9.40004	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11709	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11709/ses-01/func/sub-11709_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11709/ses-01/func/sub-11709_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11709/ses-01/func/sub-11709_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.68053	5.71695	5.6195	5.67218	0.457777	3.06514	8.95034	8.73303	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11709	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11709/ses-01/func/sub-11709_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11709/ses-01/func/sub-11709_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11709/ses-01/func/sub-11709_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.63116	5.61386	5.57589	5.60692	0.482485	2.98081	9.41707	8.59057	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11710	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11710/ses-01/func/sub-11710_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11710/ses-01/func/sub-11710_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11710/ses-01/func/sub-11710_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.65866	5.66282	5.57542	5.63216	0.453999	3.06649	9.02184	8.77534	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11710	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11710/ses-01/func/sub-11710_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11710/ses-01/func/sub-11710_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11710/ses-01/func/sub-11710_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.76088	5.78331	5.68211	5.74193	0.437941	3.04419	9.52107	8.96983	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11714	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11714/ses-01/func/sub-11714_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11714/ses-01/func/sub-11714_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11714/ses-01/func/sub-11714_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.9214	5.88631	5.80006	5.86903	0.505428	3.01158	12.9707	9.29806	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11714	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11714/ses-01/func/sub-11714_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11714/ses-01/func/sub-11714_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11714/ses-01/func/sub-11714_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.79991	5.78484	5.68928	5.7578	0.434155	2.82845	11.4247	9.10492	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11719	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11719/ses-01/func/sub-11719_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11719/ses-01/func/sub-11719_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11719/ses-01/func/sub-11719_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.8615	5.8453	5.85215	5.85298	0.540904	3.06591	12.0393	9.02344	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11720	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11720/ses-01/func/sub-11720_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11720/ses-01/func/sub-11720_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11720/ses-01/func/sub-11720_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.78328	5.78543	5.61637	5.72781	0.37125	3.05362	9.0098	9.15311	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11720	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11720/ses-01/func/sub-11720_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11720/ses-01/func/sub-11720_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11720/ses-01/func/sub-11720_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.84009	5.88777	5.78185	5.83641	0.455735	3.14943	10.1646	9.27085	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11722	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11722/ses-01/func/sub-11722_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11722/ses-01/func/sub-11722_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11722/ses-01/func/sub-11722_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.94641	5.94749	5.90737	5.93373	0.505561	3.01104	13.0406	9.30813	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11722	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11722/ses-01/func/sub-11722_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11722/ses-01/func/sub-11722_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11722/ses-01/func/sub-11722_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.92498	5.87459	5.86081	5.88673	0.526365	2.98926	13.7821	9.2254	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11723	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11723/ses-01/func/sub-11723_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11723/ses-01/func/sub-11723_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11723/ses-01/func/sub-11723_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.75772	5.84055	5.7368	5.77818	0.492374	2.8245	13.7587	9.11074	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11723	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11723/ses-01/func/sub-11723_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11723/ses-01/func/sub-11723_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11723/ses-01/func/sub-11723_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.9209	6.01098	5.96186	5.96446	0.487622	2.95098	13.9795	9.47591	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11736	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11736/ses-01/func/sub-11736_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11736/ses-01/func/sub-11736_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11736/ses-01/func/sub-11736_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	6.08276	6.06003	5.9284	6.02334	0.471942	3.09547	12.0638	9.53787	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11736	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11736/ses-01/func/sub-11736_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11736/ses-01/func/sub-11736_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11736/ses-01/func/sub-11736_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.94142	5.93587	5.90895	5.92873	0.459039	3.00589	11.9152	9.40912	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11744	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11744/ses-01/func/sub-11744_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11744/ses-01/func/sub-11744_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11744/ses-01/func/sub-11744_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.96809	5.93089	5.82626	5.90811	0.428565	3.86917	7.05923	9.37904	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11744	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11744/ses-01/func/sub-11744_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11744/ses-01/func/sub-11744_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11744/ses-01/func/sub-11744_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.96055	5.9291	5.81192	5.90017	0.447414	3.47405	8.39884	9.31567	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11746	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11746/ses-01/func/sub-11746_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11746/ses-01/func/sub-11746_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11746/ses-01/func/sub-11746_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.87468	5.90461	5.87259	5.88394	0.522719	3.18961	11.0931	9.21612	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11746	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11746/ses-01/func/sub-11746_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11746/ses-01/func/sub-11746_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11746/ses-01/func/sub-11746_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.85796	5.84484	5.82362	5.84212	0.493143	3.23006	9.51979	9.06601	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11748	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11748/ses-01/func/sub-11748_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11748/ses-01/func/sub-11748_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11748/ses-01/func/sub-11748_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.73171	5.76943	5.69024	5.73037	0.370188	3.22273	7.95262	8.96641	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11748	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11748/ses-01/func/sub-11748_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11748/ses-01/func/sub-11748_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11748/ses-01/func/sub-11748_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.83566	5.853	5.76408	5.81745	0.451166	3.16703	9.43386	9.10937	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11756	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11756/ses-01/func/sub-11756_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11756/ses-01/func/sub-11756_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11756/ses-01/func/sub-11756_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.7402	5.7632	5.73442	5.74593	0.506826	3.05621	9.86145	8.74341	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11756	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11756/ses-01/func/sub-11756_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11756/ses-01/func/sub-11756_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11756/ses-01/func/sub-11756_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.8515	5.83872	5.84303	5.84441	0.507057	3.10096	10.4112	8.96535	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11764	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11764/ses-01/func/sub-11764_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11764/ses-01/func/sub-11764_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11764/ses-01/func/sub-11764_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.78956	5.82694	5.81258	5.80967	0.538499	3.09138	10.8446	8.87434	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11764	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11764/ses-01/func/sub-11764_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11764/ses-01/func/sub-11764_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11764/ses-01/func/sub-11764_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.79085	5.81766	5.82935	5.8126	0.548932	3.03261	12.0395	8.901	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11772	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11772/ses-01/func/sub-11772_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11772/ses-01/func/sub-11772_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11772/ses-01/func/sub-11772_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.85244	5.83334	5.78984	5.82515	0.579563	3.06018	12.7879	8.89225	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11773	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11773/ses-01/func/sub-11773_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11773/ses-01/func/sub-11773_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11773/ses-01/func/sub-11773_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.90391	5.89021	5.88376	5.89262	0.500919	3.18057	10.1889	9.10603	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11773	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11773/ses-01/func/sub-11773_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11773/ses-01/func/sub-11773_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11773/ses-01/func/sub-11773_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.79581	5.82218	5.79997	5.80598	0.487428	3.06908	10.3305	8.98396	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
