dataset	subject	session	run	source_events	harmonized_events	n_trials	n_responded_trials	n_missed_trials	missed_trial_fraction	n_event_computer_punish	n_event_computer_neutral	n_event_computer_reward	n_event_friend_punish	n_event_friend_neutral	n_event_friend_reward	n_event_stranger_punish	n_event_stranger_neutral	n_event_stranger_reward	zero_count_conditions	exclude_run	exclusion_reason
rf1	11116	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11116	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	1	8	8	2	8	8	2	8		false	
rf1	11120	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	7	2	8	8	2	8		false	
rf1	11120	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	51	3	0.05555555555555555	8	1	8	8	2	7	7	2	8		false	
rf1	11125	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	44	10	0.18518518518518517	7	1	7	5	2	6	8	2	6		false	
rf1	11125	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	31	23	0.42592592592592593	6	0	5	5	1	5	3	1	5	event_computer_neutral	true	missed_trials_gt_25pct
rf1	11126	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11126/ses-01/func/sub-11126_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11126/ses-01/func/sub-11126_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	42	12	0.2222222222222222	6	2	7	5	2	5	7	2	6		false	
rf1	11128	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	2	7		false	
rf1	11128	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11134	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11134	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11139	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	8	8	2	7	8	2	8		false	
rf1	11139	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	49	5	0.09259259259259259	8	2	7	7	2	6	7	2	8		false	
rf1	11145	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11145	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	7	8	2	8	8	2	8		false	
rf1	11164	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	7	2	8	8	2	8	8	2	8		false	
rf1	11167	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11167	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	7	2	8	8	2	8		false	
rf1	11168	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11168	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11171	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	7	7	2	8	8	2	8		false	
rf1	11171	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	7	8	2	8	8	2	8		false	
rf1	11177	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	7	8	2	8	8	1	8		false	
rf1	11177	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	7	8	2	8		false	
rf1	11192	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11192	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	7	8	2	8	8	2	8		false	
rf1	11193	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11193	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	7	8	2	8		false	
rf1	11201	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11201/ses-01/func/sub-11201_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11201/ses-01/func/sub-11201_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	25	20	5	0.2	2	0	4	4	1	3	3	1	2	event_computer_neutral	false	
rf1	11203	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11203	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	1	8	8	2	8		false	
rf1	11209	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11209	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	7	2	8		false	
rf1	11227	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11227	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11238	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11238	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11241	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	7	8	2	8		false	
rf1	11241	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11246	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11246	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11276	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	7	2	8		false	
rf1	11276	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	8	8	2	8	7	2	8		false	
rf1	11286	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11286/ses-01/func/sub-11286_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11286/ses-01/func/sub-11286_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	7	8	2	8	8	2	8		false	
rf1	11301	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11301	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11311	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11311	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11312	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11312	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	7	8	2	8	8	2	8		false	
rf1	11316	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11316/ses-01/func/sub-11316_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11316/ses-01/func/sub-11316_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11316	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11316/ses-01/func/sub-11316_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11316/ses-01/func/sub-11316_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11318	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11318/ses-01/func/sub-11318_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11318/ses-01/func/sub-11318_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	1	8	7	2	8	8	2	8		false	
rf1	11318	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11318/ses-01/func/sub-11318_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11318/ses-01/func/sub-11318_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	51	3	0.05555555555555555	7	2	8	6	2	8	8	2	8		false	
rf1	11321	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11321/ses-01/func/sub-11321_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11321/ses-01/func/sub-11321_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11321	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11321/ses-01/func/sub-11321_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11321/ses-01/func/sub-11321_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11325	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11325/ses-01/func/sub-11325_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11325/ses-01/func/sub-11325_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11325	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11325/ses-01/func/sub-11325_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11325/ses-01/func/sub-11325_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11326	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11326	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	8	8	2	7	7	2	8		false	
rf1	11329	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	8	7	2	8	8	1	8		false	
rf1	11329	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	7	2	8	8	2	8	8	2	8		false	
rf1	11330	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11330	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11337	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11337	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11338	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	11338	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	46	8	0.14814814814814814	8	1	5	6	1	8	8	2	7		false	
