dataset	subject	session	run	stage	input_bold	input_mask	voxel_size_x	voxel_size_y	voxel_size_z	n_volumes	tr_seconds	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	11134	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.2683	3.61502	3.76209	3.54231	0.949878	2.07611	17.4921	4.91938	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11139	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.05592	3.71855	3.70463	3.47873	0.914339	1.99952	16.772	4.82793	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11139	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.11099	3.77546	3.69581	3.51447	0.899684	1.99594	17.274	4.87824	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11145	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.27048	3.47492	3.47871	3.40663	0.945038	1.9832	16.6257	4.66553	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11145	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.21734	3.4752	3.4505	3.37899	0.94685	1.9699	16.3478	4.62061	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11164	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	2.99613	3.54678	3.37093	3.29646	0.959736	1.93895	15.7149	4.48784	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11167	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.41874	3.58277	3.45263	3.484	0.946638	2.0408	18.1458	4.83006	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11167	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.40219	3.57219	3.41457	3.46213	0.942325	2.01971	17.9671	4.78467	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11168	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.24063	3.61165	3.6163	3.48498	0.926848	2.01634	17.2194	4.83094	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11168	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.20595	3.55973	3.4809	3.4121	0.931147	1.97745	16.819	4.70129	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11171	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	2.91182	3.17067	3.16562	3.08029	0.948799	1.80573	13.666	4.1692	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11171	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	2.89647	3.16219	3.21013	3.08645	0.949537	1.81355	13.572	4.18608	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11177	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	2.96773	3.17592	3.22113	3.11961	0.952384	1.83129	13.9533	4.22322	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11177	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	2.99338	3.20885	3.2603	3.15202	0.947837	1.84336	14.2191	4.26976	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11192	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.06466	3.35453	3.16643	3.19297	0.934164	1.84141	15.166	4.31441	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11192	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.13884	3.49974	3.27127	3.29995	0.933617	1.90991	16.211	4.50237	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11193	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.28146	3.56976	3.86179	3.56313	0.971578	2.11114	17.3341	4.9417	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11193	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11193/ses-01/func/sub-11193_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.55767	3.65601	3.99387	3.73126	0.966355	2.20205	19.2204	5.24409	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11201	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11201/ses-01/func/sub-11201_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11201/ses-01/func/sub-11201_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.40615	3.9305	3.39861	3.57002	0.940417	2.06574	19.7974	4.93313	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11203	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.69646	3.83631	3.6502	3.72682	0.952833	2.18702	21.0028	5.25645	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11203	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11203/ses-01/func/sub-11203_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.64601	3.87514	3.71527	3.74425	0.952787	2.19815	20.8867	5.29133	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11209	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.40528	3.4947	3.19865	3.3639	0.945237	1.96286	17.594	4.61106	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11209	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11209/ses-01/func/sub-11209_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.2966	3.45598	3.1146	3.28609	0.941642	1.90933	16.8537	4.47458	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11227	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.09677	3.62465	3.64344	3.44531	0.932854	2.00151	16.5526	4.76221	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11227	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11227/ses-01/func/sub-11227_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.11215	3.62343	3.60785	3.43935	0.933994	1.99979	16.639	4.75344	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11238	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.05809	3.26354	3.25564	3.19099	0.964808	1.88737	14.7806	4.33031	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11238	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11238/ses-01/func/sub-11238_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.07023	3.28053	3.28078	3.20896	0.961414	1.89362	14.9027	4.35829	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11241	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.07802	3.43431	3.43389	3.31105	0.925244	1.92492	15.6288	4.57058	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11241	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11241/ses-01/func/sub-11241_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.04176	3.40646	3.42922	3.28757	0.927595	1.91729	15.3409	4.53974	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11246	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.15285	3.33538	3.19685	3.22743	0.955054	1.88393	15.5468	4.35588	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11246	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11246/ses-01/func/sub-11246_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.19435	3.38682	3.22864	3.26887	0.950539	1.90555	16.0176	4.43025	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11276	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.42598	3.58567	3.42026	3.47647	0.892941	1.95697	17.0268	4.79106	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11276	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11276/ses-01/func/sub-11276_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.398	3.6269	3.31846	3.44534	0.877457	1.91288	15.2989	4.71271	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11286	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11286/ses-01/func/sub-11286_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11286/ses-01/func/sub-11286_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	2.98291	3.52264	3.36347	3.2817	0.945778	1.91013	15.516	4.45732	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11301	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.05099	3.61092	3.53256	3.38883	0.940511	1.973	16.2529	4.65182	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11301	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11301/ses-01/func/sub-11301_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.01237	3.58362	3.51418	3.36009	0.94373	1.96122	15.9463	4.60606	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11311	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.19448	3.55863	3.48381	3.40863	0.931662	1.97572	16.8281	4.69451	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11311	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11311/ses-01/func/sub-11311_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.19202	3.56502	3.47659	3.40743	0.931141	1.97247	16.8391	4.68731	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11312	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.03843	3.3539	3.41913	3.26617	0.944666	1.90292	15.0594	4.44001	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11312	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11312/ses-01/func/sub-11312_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.06395	3.37068	3.45601	3.29249	0.941467	1.9165	15.2452	4.48838	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11316	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11316/ses-01/func/sub-11316_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11316/ses-01/func/sub-11316_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.10545	3.31531	3.22844	3.21524	0.934096	1.8533	15.1844	4.3456	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
