dataset	subject	n_runs	mean_median_tsnr	mean_fd_mm	mean_high_motion_fraction	minimum_coverage_pct	flagged_runs
ds003745	104	2	150.9293670654297	0.07966775637483905	0.0024752475247524753	96.8820929399116	0
ds003745	105	2	198.53902435302734	0.0816684530169003	0.0	97.51655848896321	0
ds003745	106	2	146.22527313232422	0.1630813256131215	0.007425742574257425	96.27550140033715	0
ds003745	107	2	172.4271011352539	0.0846208126186421	0.0	97.49266648083994	0
ds003745	108	2	147.00466918945312	0.14372119380139214	0.022277227722772276	97.53115916059411	0
ds003745	109	2	138.18875122070312	0.1560379704569615	0.0049504950495049506	97.92006795948977	0
ds003745	110	2	164.15798950195312	0.09024883821121277	0.0049504950495049506	95.85473659061044	0
ds003745	111	2	98.99308395385742	0.28252445308351337	0.09653465346534654	93.52393846480574	2
ds003745	112	2	169.62872314453125	0.10741008786590807	0.0049504950495049506	96.32594008415296	0
ds003745	113	2	147.73838806152344	0.12692708142708525	0.007425742574257425	97.40373511726995	0
ds003745	115	2	180.45116424560547	0.13012648384671477	0.007425742574257425	96.75201422901817	0
ds003745	116	2	116.70731353759766	0.25854196871234253	0.037128712871287134	94.86852758863272	0
ds003745	117	2	155.07015991210938	0.11822241608402456	0.0049504950495049506	95.50697513903822	0
ds003745	118	2	92.43204879760742	0.3706288869271551	0.056930693069306926	94.8433082467248	1
ds003745	120	2	100.22946166992188	0.5013273226537639	0.29702970297029707	90.83608755093644	2
ds003745	121	2	198.0025177001953	0.09600861886063487	0.007425742574257425	97.0161536521589	0
ds003745	122	2	189.8428726196289	0.11919747428860333	0.0	98.4111814598017	0
ds003745	124	2	134.1924057006836	0.1529186336754631	0.024752475247524754	97.50726715247083	0
ds003745	125	2	183.24243927001953	0.09712474463791687	0.007425742574257425	98.02227266090604	0
ds003745	126	2	96.96012115478516	0.2746385607020806	0.12128712871287128	95.22690771048195	0
ds003745	127	2	153.71959686279297	0.1306236580090135	0.0049504950495049506	98.6089541937111	0
ds003745	128	2	129.43138122558594	0.25360296861086706	0.039603960396039604	98.68726688700407	0
ds003745	129	2	88.26585388183594	0.4370749655882507	0.3118811881188119	97.78866191481171	0
ds003745	130	2	88.85152816772461	0.38186395819725794	0.17574257425742573	97.21259905228368	0
ds003745	131	2	86.59895706176758	0.49639163477749476	0.34405940594059403	97.51257648760934	1
ds003745	132	2	146.70472717285156	0.2176939481671502	0.039603960396039604	97.67982054447232	0
ds003745	133	2	149.47191619873047	0.22633254392645163	0.03217821782178218	98.24659207050797	0
ds003745	134	2	88.95987319946289	0.2909517827086568	0.14356435643564358	96.61928085055548	0
ds003745	135	2	91.38937759399414	0.35925496248988337	0.2103960396039604	98.26119274213886	0
ds003745	136	2	144.68256378173828	0.15118472362055604	0.017326732673267328	98.75097890866616	0
ds003745	137	2	151.28902435302734	0.2121415454049852	0.039603960396039604	98.74566957352765	0
ds003745	138	2	68.29562377929688	0.8161953273176861	0.7079207920792079	97.7581332377653	2
ds003745	140	2	143.37197875976562	0.23446554445201154	0.024752475247524754	98.00368998792126	0
ds003745	141	2	188.2544937133789	0.16554279784256457	0.0049504950495049506	98.15766070693797	0
ds003745	142	2	134.1964340209961	0.23473294453324756	0.04950495049504951	98.65275620860378	0
ds003745	143	2	164.33802032470703	0.20778703939131493	0.007425742574257425	98.2479194042926	0
ds003745	144	2	88.69361114501953	0.3138982805743215	0.10891089108910891	97.02677232243592	0
ds003745	145	2	61.69366455078125	1.3992672942419726	0.9207920792079207	90.81750487795166	2
ds003745	147	2	143.70993041992188	0.18729989743277006	0.04950495049504951	98.53727816934125	0
ds003745	149	2	88.4029655456543	0.3817572015952906	0.17326732673267325	98.05280133795246	1
ds003745	150	2	127.4151611328125	0.20032749857890303	0.04950495049504951	95.58926983368508	0
ds003745	151	2	127.05867004394531	0.2720504292679404	0.04702970297029703	97.93599596490529	0
ds003745	152	2	86.12013244628906	0.47946156812282514	0.3811881188118812	98.73372356946601	1
ds003745	153	2	133.9512176513672	0.24016437583234987	0.10891089108910892	97.92006795948977	0
ds003745	154	2	118.8595085144043	0.21694680001507027	0.04702970297029703	97.4714291402859	0
ds003745	155	2	164.47003173828125	0.09061344744738194	0.0049504950495049506	98.62222753155736	0
ds003745	156	2	111.7884292602539	0.22449460289336345	0.06683168316831684	95.98083330014998	0
ds003745	157	2	126.05377197265625	0.14910339233871844	0.04455445544554455	96.44407279098475	0
ds003745	158	2	135.6614875793457	0.1465390430024841	0.03712871287128713	96.8329815898804	0
ds003745	159	2	155.2557830810547	0.09899873580264018	0.01485148514851485	97.15286903197547	0
rf1	10317	2	93.20438766479492	0.17071392141548838	0.0	99.93628797833792	0
rf1	10369	2	98.60985946655273	0.11455773556388987	0.0058823529411764705	99.89779529858373	0
rf1	10402	2	100.77115249633789	0.16800730062645838	0.00980392156862745	99.83408327692165	0
rf1	10418	2	106.0663070678711	0.12589128594599033	0.0	99.76638925390569	0
rf1	10462	1	106.87519836425781	0.12406909202329026	0.0	99.93097864319941	0
rf1	10478	2	102.03953552246094	0.08286018286867883	0.00392156862745098	99.9057593012915	0
rf1	10486	2	89.3840446472168	0.1423563242280335	0.01568627450980392	99.82213727286	0
rf1	10529	2	103.5209846496582	0.16706862562933028	0.0	99.93761531212255	0
rf1	10541	2	75.47022247314453	0.32175545160377794	0.13529411764705884	99.91903263913777	0
rf1	10559	2	72.61991119384766	0.20452462182049225	0.045098039215686274	99.3814624563639	0
rf1	10572	2	67.50443649291992	0.2877390260412209	0.08431372549019608	99.88983129587598	0
rf1	10581	2	63.00722312927246	0.14780365253202257	0.01568627450980392	100.0	0
rf1	10584	1	104.0780029296875	0.10367686717272098	0.0	99.9057593012915	0
rf1	10585	2	89.37543106079102	0.23271894722805558	0.013725490196078431	99.98008999323059	0
rf1	10589	2	103.15180969238281	0.11498580793366561	0.0	99.8022272660906	0
rf1	10590	2	106.04829788208008	0.12786061421208586	0.00392156862745098	99.79559059716748	0
rf1	10596	2	89.82048416137695	0.21860378274547976	0.043137254901960784	99.71860523765912	0
rf1	10603	1	81.29759216308594	0.17694189029551677	0.00784313725490196	99.93230597698403	0
rf1	10606	2	105.40618515014648	0.08591424337304196	0.0	99.83939261206015	0
rf1	10608	2	102.49247741699219	0.1473162339362698	0.013725490196078431	99.79559059716748	0
rf1	10617	1	98.91824340820312	0.19179806176535277	0.011764705882352941	99.90310463372224	0
rf1	10636	2	86.62645721435547	0.13792036296151336	0.021568627450980392	99.78895392824434	0
rf1	10638	2	99.95674896240234	0.15506640862687565	0.0	99.9654893215997	0
