dataset	subject	ratings_file	source_resolution	candidate_count	candidate_files	ratings_file_sha256	n_source_rows	n_rating_blocks	selected_rating_block	n_selected_rows	partner_1_trait_0_n	partner_1_trait_0_mean	partner_1_trait_1_n	partner_1_trait_1_mean	partner_2_trait_0_n	partner_2_trait_0_mean	partner_2_trait_1_n	partner_2_trait_1_mean	partner_3_trait_0_n	partner_3_trait_0_mean	partner_3_trait_1_n	partner_3_trait_1_mean	win_sum	loss_sum	identical_ratings	exclude_subject	exclusion_reason	review_flags
rf1	10863	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10863/sub10863_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10863/sub10863_SR-Ratings-1.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	10866		missing	0			0	0		0																true	missing_ratings_file	
rf1	10875	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10875/sub10875_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10875/sub10875_SR-Ratings-1.csv	0eb10c73e3c40d8b6bb4ce1a51823b15c5e663e48567ff02dda1de78344070df	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-2.0	5.0	-2.0	false	false		
rf1	10881	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10881/sub10881_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10881/sub10881_SR-Ratings-1.csv	4b8c588f9df9e4f29ab72f7cbd47dc67828513163a71fd41e731a8c8af097c1e	6	1	1	6	1	5.0	1	0.0	1	5.0	1	0.0	1	5.0	1	0.0	15.0	0.0	false	false		
rf1	10886	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10886/sub10886_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10886/sub10886_SR-Ratings-1.csv	04881b7f48190f9c5324875401f4f5c89eceeddcd7570912581ff896a453d4e9	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	3.0	1	-3.0	3.0	-3.0	false	false		
rf1	10887	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10887/sub10887_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10887/sub10887_SR-Ratings-1.csv	feef88acaaa497e18bca22379cb1022f9ec052caf973d8ab6d99259d5818ff08	6	1	1	6	1	5.0	1	-1.0	1	5.0	1	-1.0	1	5.0	1	-1.0	15.0	-3.0	false	false		
rf1	10896	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10896/sub10896_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10896/sub10896_SR-Ratings-1.csv	ba7f05db1af8fd5f33dd243703cb2580f182af21daac37143db575e88be3184c	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-3.0	1	5.0	1	-3.0	15.0	-11.0	false	false		
rf1	10897	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10897/sub10897_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10897/sub10897_SR-Ratings-1.csv	6408069ff837041e6561799532a160891b3cfbebd193270e1c42624b253e709a	6	1	1	6	1	-1.0	1	0.0	1	2.0	1	-1.0	1	5.0	1	-3.0	6.0	-4.0	false	false		
rf1	10898	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10898/sub10898_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10898/sub10898_SR-Ratings-1.csv	b268e1a90f094c50f52090268aa5ae6047e241837a085d5aff9fa18b2faa4623	6	1	1	6	1	0.0	1	0.0	1	3.0	1	-2.0	1	5.0	1	-5.0	8.0	-7.0	false	false		
rf1	10908	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10908/sub10908_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10908/sub10908_SR-Ratings-1.csv	429b0b40919ee65ba93520a9fac692b934fc028a976b0cba43fa080ded24d40a	6	1	1	6	1	2.0	1	1.0	1	2.0	1	1.0	1	5.0	1	5.0	9.0	7.0	false	false		
rf1	10913	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10913/sub10913_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10913/sub10913_SR-Ratings-1.csv	538c59b838cae16007b401416f45770fb300639f61f5f213b5b12c0f353fb0ed	6	1	1	6	1	5.0	1	5.0	1	5.0	1	5.0	1	5.0	1	5.0	15.0	15.0	true	true	identical_ratings	
rf1	10918	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10918/sub10918_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10918/sub10918_SR-Ratings-1.csv	782d65795449b3440fc413becaadcff75e5549ee5871561ccfe8d100fd3abd58	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	3.0	1	-2.0	3.0	-2.0	false	false		
rf1	10919	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10919/sub10919_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10919/sub10919_SR-Ratings-1.csv	2e55c2be19385b9b1cb32801a40e17a469d030a35b912517fa05f9ebabc3320d	6	1	1	6	1	2.0	1	-1.0	1	3.0	1	-2.0	1	5.0	1	-3.0	10.0	-6.0	false	false		
rf1	10924	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10924/sub10924_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10924/sub10924_SR-Ratings-1.csv	94d501297e3db99327758c5fb46e5165e7dcd2857ff977db596834f02765b71f	6	1	1	6	1	-1.0	1	-2.0	1	1.0	1	-1.0	1	5.0	1	3.0	5.0	0.0	false	false		
rf1	10926	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10926/sub10926_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10926/sub10926_SR-Ratings-1.csv	265989f24d7e5264eff969bc12acbab10fb02f64d3a065bfdf622414968de664	6	1	1	6	1	-2.0	1	-2.0	1	-1.0	1	0.0	1	3.0	1	-2.0	0.0	-4.0	false	false		
rf1	10928	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10928/sub10928_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10928/sub10928_SR-Ratings-1.csv	1350ce4a7e5bdd9812bf55cc77a4bff260f365696c9a42b506fb5ccf0f3956e5	6	1	1	6	1	1.0	1	0.0	1	3.0	1	0.0	1	5.0	1	0.0	9.0	0.0	false	false		
rf1	10929	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10929/sub10929_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10929/sub10929_SR-Ratings-1.csv	cd24d5af3b2712e8ad0588a6b3b4360c6b95e73be0a334dfd32009697c1cdf3a	6	1	1	6	1	5.0	1	0.0	1	5.0	1	-3.0	1	5.0	1	-5.0	15.0	-8.0	false	false		
rf1	10930	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10930/sub10930_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10930/sub10930_SR-Ratings-1.csv	c80ff026c1f8d4a00b05993b4367be226d84522c80db3d8f5b984d5073424533	6	1	1	6	1	5.0	1	-1.0	1	5.0	1	-3.0	1	5.0	1	-5.0	15.0	-9.0	false	false		
rf1	10938	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10938/sub10938_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10938/sub10938_SR-Ratings-1.csv	538c59b838cae16007b401416f45770fb300639f61f5f213b5b12c0f353fb0ed	6	1	1	6	1	5.0	1	5.0	1	5.0	1	5.0	1	5.0	1	5.0	15.0	15.0	true	true	identical_ratings	
rf1	10940	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10940/sub10940_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10940/sub10940_SR-Ratings-1.csv	b37c27bf5f30244d93581ae81b15a34b8dbbeedb5f536caf9ae087d160feac90	6	1	1	6	1	2.0	1	2.0	1	0.0	1	0.0	1	-2.0	1	3.0	0.0	5.0	false	true	loss_sum_greater_than_win_sum	
rf1	10950	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10950/sub10950_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10950/sub10950_SR-Ratings-2.csv	4d303ae454d0d0838ea417cd63ec51c463cbcb95192abb932b66df306134b934	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	2.0	1	-3.0	2.0	-3.0	false	false		
rf1	10951	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10951/sub10951_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10951/sub10951_SR-Ratings-1.csv	5050f6e19816df00d39ebdcc46e3fc1f264ba47d2fe6f8b70665034780f71367	6	1	1	6	1	1.0	1	-1.0	1	2.0	1	-1.0	1	5.0	1	-5.0	8.0	-7.0	false	false		
rf1	10952	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10952/sub10952_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10952/sub10952_SR-Ratings-1.csv	22393c3e6815db4308347236345ec0b7f7faadc2745967dfe02ff96d6dbb2f0f	6	1	1	6	1	0.0	1	0.0	1	5.0	1	0.0	1	5.0	1	0.0	10.0	0.0	false	false		
rf1	10953	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10953/sub10953_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10953/sub10953_SR-Ratings-1.csv	4b8c588f9df9e4f29ab72f7cbd47dc67828513163a71fd41e731a8c8af097c1e	6	1	1	6	1	5.0	1	0.0	1	5.0	1	0.0	1	5.0	1	0.0	15.0	0.0	false	false		
rf1	10954	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10954/sub10954_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10954/sub10954_SR-Ratings-1.csv	ce4845b47d9c940fd29620d53ad571310e49cdcc8c40abe4e9087d82265d42b6	6	1	1	6	1	4.0	1	0.0	1	5.0	1	-1.0	1	0.0	1	4.0	9.0	3.0	false	false		
rf1	10956	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10956/sub10956_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10956/sub10956_SR-Ratings-1.csv	6577fa9746a1d9e1cf794a2d5765226a6bbf920a4665758ee74bb871861c7f46	6	1	1	6	1	0.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	10.0	-15.0	false	false		
rf1	10958	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10958/sub10958_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10958/sub10958_SR-Ratings-1.csv	30e8da8128243aacbe90b52aef63e7cc181315c2c215dc4791bd00f7f0308024	6	1	1	6	1	-2.0	1	2.0	1	2.0	1	-1.0	1	5.0	1	0.0	5.0	1.0	false	false		
rf1	10961	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10961/sub10961_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10961/sub10961_SR-Ratings-1.csv	196624068d88027e449e4f4be8da669acd2617770d610ccfe8e2c792ccb76327	6	1	1	6	1	5.0	1	-1.0	1	5.0	1	-3.0	1	4.0	1	-5.0	14.0	-9.0	false	false		
rf1	10964	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10964/sub10964_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10964/sub10964_SR-Ratings-1.csv	bab0072142757ff497487b053b3d780fa47a0ee7681fd83707edf9f3b5bc1c6f	6	1	1	6	1	4.0	1	-3.0	1	2.0	1	-3.0	1	0.0	1	-3.0	6.0	-9.0	false	false		
rf1	10966	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10966/sub10966_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10966/sub10966_SR-Ratings-1.csv	072b491f55720485cedb8744a5629057c8f796408866356b3a07458d26aa05e4	6	1	1	6	1	0.0	1	0.0	1	2.0	1	0.0	1	4.0	1	-4.0	6.0	-4.0	false	false		
rf1	10969	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10969/sub10969_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10969/sub10969_SR-Ratings-1.csv	778fdfef0165f4a7ec12001f2510bedd5980c4e14abc88fcbe4df7b41df8fbfa	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-5.0	5.0	-5.0	false	false		
rf1	10974	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10974/sub10974_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10974/sub10974_SR-Ratings-1.csv	c8db7582357ab91cf6b9498db52fb35b8bf2b088d0c083a99ce24e3c8719b189	13	2	2	6	1	2.0	1	0.0	1	3.0	1	-1.0	1	5.0	1	-4.0	10.0	-5.0	false	false		selected_last_complete_block:2_of_2
rf1	10977		missing	0			0	0		0																true	missing_ratings_file	
rf1	10979	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10979/sub10979_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10979/sub10979_SR-Ratings-1.csv	6442f39964c7df5daafb5ab2177d8e57f6c93b3a4e78b66c0b186d9d63e0ab5b	6	1	1	6	1	2.0	1	-1.0	1	1.0	1	0.0	1	4.0	1	-5.0	7.0	-6.0	false	false		
rf1	10983	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10983/sub10983_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10983/sub10983_SR-Ratings-1.csv	b64bc7b34c73a5c3e112f7cf152dd0db151b9d67811107c2d87ddcb1d153a0ea	6	1	1	6	1	0.0	1	-5.0	1	2.0	1	-1.0	1	5.0	1	0.0	7.0	-6.0	false	false		
rf1	10984	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10984/sub10984_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10984/sub10984_SR-Ratings-2.csv	5b9ec150d1ffcb8014df126ddf4bc98b690dba79f7b0864090c29bb0fd7e1048	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	0.0	1	5.0	10.0	-5.0	false	false		
rf1	10998	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10998/sub10998_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10998/sub10998_SR-Ratings-2.csv	653ca8d697670376423d99cfd642141287103fa80ef47576e7a0c15f8d8fd9db	6	1	1	6	1	-2.0	1	-2.0	1	0.0	1	0.0	1	5.0	1	-3.0	3.0	-5.0	false	false		
rf1	11005	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11005/sub11005_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11005/sub11005_SR-Ratings-1.csv	c31c5597029712e8667eba8438f19a508977eae28819be9b62201d45eee7bbc7	13	2	2	6	1	4.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	14.0	-15.0	false	false		selected_last_complete_block:2_of_2
rf1	11007	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11007/sub11007_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11007/sub11007_SR-Ratings-1.csv	a68b858f37f4660ee4893d6aba45c940ad0de5ac16290fa44584f2e20e9d298d	6	1	1	6	1	0.0	1	0.0	1	0.0	1	-1.0	1	5.0	1	-2.0	5.0	-3.0	false	false		
rf1	11012	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11012/sub11012_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11012/sub11012_SR-Ratings-1.csv	ccb261cd85a60dc73ad3f9433c957578f335385191db97e0cdc5948e019a571c	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-2.0	1	5.0	1	-5.0	15.0	-12.0	false	false		
rf1	11016	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11016/sub11016_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11016/sub11016_SR-Ratings-1.csv	36cf95112ce7e40936a8e6578a9017d4d9304a05f480242b955bacdf6cccd52a	6	1	1	6	1	1.0	1	-1.0	1	4.0	1	-2.0	1	5.0	1	-3.0	10.0	-6.0	false	false		
rf1	11021	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11021/sub11021_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11021/sub11021_SR-Ratings-1.csv	5faa1cf7545ae6872990d8a52ae23ca177f1c8a851649adf085903edfb10aebb	6	1	1	6	1	5.0	1	0.0	1	3.0	1	-2.0	1	5.0	1	-4.0	13.0	-6.0	false	false		
rf1	11030	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11030/sub11030_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11030/sub11030_SR-Ratings-2.csv	4850bd54ba72f49d647e780b914ac7bb4c86b3440186253e44df609785e207ee	6	1	1	6	1	2.0	1	-1.0	1	1.0	1	-2.0	1	2.0	1	-3.0	5.0	-6.0	false	false		
rf1	11031	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11031/sub11031_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11031/sub11031_SR-Ratings-1.csv	d793931248d729ade4c2f021c7a82914c3024b5359b294fce7d7a759a765df5d	6	1	1	6	1	2.0	1	-5.0	1	3.0	1	-4.0	1	5.0	1	-4.0	10.0	-13.0	false	false		
rf1	11036	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11036/sub11036_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11036/sub11036_SR-Ratings-1.csv	10d21c5651bcda6ce33c7159e671d11e291a07f029ce8279f9c010b4cbeef584	6	1	1	6	1	2.0	1	-2.0	1	2.0	1	-3.0	1	5.0	1	2.0	9.0	-3.0	false	false		
rf1	11039	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11039/sub11039_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11039/sub11039_SR-Ratings-1.csv	137072b115cb2200a397fa4b960911175e2949a7509b72aa2fc2cec984d8968f	6	1	1	6	1	-5.0	1	-5.0	1	4.0	1	-5.0	1	5.0	1	-5.0	4.0	-15.0	false	false		
rf1	11042	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11042/sub11042_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11042/sub11042_SR-Ratings-2.csv	02d33d13dd49ebab550ce72d3d73451fce912939a0337c7262b3d5cb04c8b9c0	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	4.0	1	-3.0	4.0	-3.0	false	false		
rf1	11053	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11053/sub11053_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11053/sub11053_SR-Ratings-1.csv	92a5003559de281acb02ae3b0ce871575a43b9c7f0f36208545cfe3cca6d3f37	6	1	1	6	1	0.0	1	-1.0	1	3.0	1	-2.0	1	5.0	1	-5.0	8.0	-8.0	false	false		
rf1	11058	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11058/sub11058_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11058/sub11058_SR-Ratings-1.csv	55162a3aae137d9618406680391d35bcd25456049b69bd55299ff8496fde9f7c	6	1	1	6	1	5.0	1	-4.0	1	5.0	1	-4.0	1	5.0	1	-5.0	15.0	-13.0	false	false		
rf1	11060	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11060/sub11060_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11060/sub11060_SR-Ratings-1.csv	d68c476f79daf35971da0a2ae8fee87a48545e73dbfe3218663f75db07068606	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-3.0	5.0	-3.0	false	false		
rf1	11063	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11063/sub11063_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11063/sub11063_SR-Ratings-1.csv	2cbd467aea883566243aba2ff7702840ca43b8722394303e7715af0851490d70	6	1	1	6	1	3.0	1	-1.0	1	3.0	1	-2.0	1	5.0	1	-4.0	11.0	-7.0	false	false		
rf1	11064	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11064/sub11064_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11064/sub11064_SR-Ratings-1.csv	98bd63ab66cb0489d6f2ea10c358fd9934b92ef60cbdca8d84bdf6c7fdc94e5f	6	1	1	6	1	5.0	1	-5.0	1	0.0	1	-4.0	1	5.0	1	-2.0	10.0	-11.0	false	false		
rf1	11065	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11065/sub11065_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11065/sub11065_SR-Ratings-1.csv	3e45ef506d4faa1ac592b4f7d04660f2bc0206af4d34990007133260c4110874	13	2	2	6	1	2.0	1	-5.0	1	0.0	1	0.0	1	5.0	1	-3.0	7.0	-8.0	false	false		selected_last_complete_block:2_of_2
rf1	11066	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11066/sub11066_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11066/sub11066_SR-Ratings-1.csv	2610ee97dbb1622ad0250536e0c67c223517e03f345e9f588eb1a42d9d6be478	6	1	1	6	1	3.0	1	-3.0	1	2.0	1	-3.0	1	5.0	1	-2.0	10.0	-8.0	false	false		
rf1	11068	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11068/sub11068_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11068/sub11068_SR-Ratings-1.csv	95416019adefbc53546e25a0900f45055cd4c86ae13863633f2ffdd30aef6752	6	1	1	6	1	0.0	1	0.0	1	4.0	1	0.0	1	4.0	1	4.0	8.0	4.0	false	false		
rf1	11071	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11071/sub11071_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11071/sub11071_SR-Ratings-1.csv	d0acb18d4da3b0621b6bc76d585577df5dcc87f71fb629a063918625ac7dcc46	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	0.0	0.0	true	true	identical_ratings	
rf1	11072	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11072/sub11072_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11072/sub11072_SR-Ratings-2.csv	878aee25b72a3bcc3066518ffb19c2c01c070b74fab27dc964755754c05e1e72	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	0.0	5.0	0.0	false	false		
rf1	11074	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11074/sub11074_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11074/sub11074_SR-Ratings-1.csv	878aee25b72a3bcc3066518ffb19c2c01c070b74fab27dc964755754c05e1e72	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	0.0	5.0	0.0	false	false		
