dataset	subject	session	run	coverage_pct	missing_eligible_voxels	slice_indices	input	mask	coverage_mask	mosaic
rf1	11472	01	1	92.41959675599622	5711	5,12,20,27,35,42	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11472/ses-01/func/sub-11472_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11472/ses-01/func/sub-11472_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/resources/tpl-MNI152NLin6Asym_space-RF1Grid_desc-coverageEligible_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/qc/coverage-mosaics/rf1_sub-11472_ses-01_run-1_coverage-92.42.png
rf1	11719	01	1	88.6021847914095	8587	0,10,20,30,40,50	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11719/ses-01/func/sub-11719_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11719/ses-01/func/sub-11719_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/resources/tpl-MNI152NLin6Asym_space-RF1Grid_desc-coverageEligible_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/qc/coverage-mosaics/rf1_sub-11719_ses-01_run-1_coverage-88.60.png
rf1	11960	01	1	89.16497431609126	8163	0,10,20,30,40,50	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11960/ses-01/func/sub-11960_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11960/ses-01/func/sub-11960_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/resources/tpl-MNI152NLin6Asym_space-RF1Grid_desc-coverageEligible_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/qc/coverage-mosaics/rf1_sub-11960_ses-01_run-1_coverage-89.16.png
rf1	11960	01	2	80.74038678506484	14510	0,8,17,25,34,42	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11960/ses-01/func/sub-11960_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11960/ses-01/func/sub-11960_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/resources/tpl-MNI152NLin6Asym_space-RF1Grid_desc-coverageEligible_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/qc/coverage-mosaics/rf1_sub-11960_ses-01_run-2_coverage-80.74.png
