Shape of the combined dataframe: (325, 8)
Combined dataframe:
           trial  partner  trait  ran  order response    sub   age
0              1        3      0  1.0    0.0      4.0    122  20.0
1              2        2      0  1.0    1.0      2.0    122  20.0
2              3        1      0  1.0    2.0      0.0    122  20.0
3              4        3      1  1.0    3.0     -3.0    122  20.0
4              5        2      1  1.0    4.0     -2.0    122  20.0
5              6        1      1  1.0    5.0     -1.0    122  20.0
6              1        3      0  1.0    0.0      0.0    155  30.0
7              2        2      0  1.0    1.0      0.0    155  30.0
8              3        1      0  1.0    2.0      0.0    155  30.0
9              4        3      1  1.0    3.0     -1.0    155  30.0
10             5        2      1  1.0    4.0      0.0    155  30.0
11             6        1      1  1.0    5.0      0.0    155  30.0
12             1        3      0  1.0    0.0      5.0    128  63.0
13             2        2      0  1.0    1.0      4.0    128  63.0
14             3        1      0  1.0    2.0      4.0    128  63.0
15             4        3      1  1.0    3.0      3.0    128  63.0
16             5        2      1  1.0    4.0      4.0    128  63.0
17             6        1      1  1.0    5.0      2.0    128  63.0
18             1        3      0  1.0    0.0      3.0    103   NaN
19             2        2      0  1.0    1.0      1.0    103   NaN
20             3        1      0  1.0    2.0      1.0    103   NaN
21             4        3      1  1.0    3.0      1.0    103   NaN
22             5        2      1  1.0    4.0      0.0    103   NaN
23             6        1      1  1.0    5.0      0.0    103   NaN
24             1        3      0  1.0    0.0      5.0  10668  37.0
25             2        2      0  1.0    1.0      5.0  10668  37.0
26             3        1      0  1.0    2.0      5.0  10668  37.0
27             4        3      1  1.0    3.0     -5.0  10668  37.0
28             5        2      1  1.0    4.0     -5.0  10668  37.0
29             6        1      1  1.0    5.0     -5.0  10668  37.0
30             1        3      0  1.0    0.0      5.0    141  76.0
31             2        2      0  1.0    1.0      5.0    141  76.0
32             3        1      0  1.0    2.0      5.0    141  76.0
33             4        3      1  1.0    3.0      0.0    141  76.0
34             5        2      1  1.0    4.0      0.0    141  76.0
35             6        1      1  1.0    5.0      0.0    141  76.0
36             1        3      0  1.0    0.0      5.0    136  65.0
37             2        2      0  1.0    1.0      4.0    136  65.0
38             3        1      0  1.0    2.0      3.0    136  65.0
39             4        3      1  1.0    3.0     -1.0    136  65.0
40             5        2      1  1.0    4.0     -1.0    136  65.0
41             6        1      1  1.0    5.0     -1.0    136  65.0
42             1        3      0  1.0    0.0      5.0    104  20.0
43             2        2      0  1.0    1.0      5.0    104  20.0
44             3        1      0  1.0    2.0      5.0    104  20.0
45             4        3      1  1.0    3.0      0.0    104  20.0
46             5        2      1  1.0    4.0      0.0    104  20.0
47             6        1      1  1.0    5.0     -2.0    104  20.0
48             1        3      0  1.0    0.0      4.0  11042  29.0
49             2        2      0  1.0    1.0      0.0  11042  29.0
50             3        1      0  1.0    2.0      0.0  11042  29.0
51             4        3      1  1.0    3.0     -3.0  11042  29.0
52             5        2      1  1.0    4.0      0.0  11042  29.0
53             6        1      1  1.0    5.0      0.0  11042  29.0
54             1        3      0  1.0    0.0      4.0    152  66.0
55             2        2      0  1.0    1.0      2.0    152  66.0
56             3        1      0  1.0    2.0      0.0    152  66.0
57             4        3      1  1.0    3.0      4.0    152  66.0
58             5        2      1  1.0    4.0      4.0    152  66.0
59             6        1      1  1.0    5.0     -4.0    152  66.0
60             1        3      0  1.0    0.0      5.0    125  21.0
61             2        2      0  1.0    1.0      3.0    125  21.0
62             3        1      0  1.0    2.0      3.0    125  21.0
63             4        3      1  1.0    3.0      4.0    125  21.0
64             5        2      1  1.0    4.0      1.0    125  21.0
