Shape of the combined dataframe: (325, 8)
Combined dataframe:
           trial  partner  trait  ran  order response    sub   age
65             6        1      1  1.0    5.0      1.0    125  21.0
66             1        3      0  1.0    0.0      4.0    158  26.0
67             2        2      0  1.0    1.0      2.0    158  26.0
68             3        1      0  1.0    2.0      1.0    158  26.0
69             4        3      1  1.0    3.0     -3.0    158  26.0
70             5        2      1  1.0    4.0      0.0    158  26.0
71             6        1      1  1.0    5.0      0.0    158  26.0
72             1        3      0  1.0    0.0      4.0    117  20.0
73             2        2      0  1.0    1.0      3.0    117  20.0
74             3        1      0  1.0    2.0      2.0    117  20.0
75             4        3      1  1.0    3.0     -4.0    117  20.0
76             5        2      1  1.0    4.0     -4.0    117  20.0
77             6        1      1  1.0    5.0     -2.0    117  20.0
78             1        3      0  1.0    0.0      5.0  10644  69.0
79             2        2      0  1.0    1.0      0.0  10644  69.0
80             3        1      0  1.0    2.0      0.0  10644  69.0
81             4        3      1  1.0    3.0     -5.0  10644  69.0
82             5        2      1  1.0    4.0      0.0  10644  69.0
83             6        1      1  1.0    5.0      0.0  10644  69.0
84             1        3      0  1.0    0.0      0.0  10984  52.0
85             2        2      0  1.0    1.0      5.0  10984  52.0
86             3        1      0  1.0    2.0      5.0  10984  52.0
87             4        3      1  1.0    3.0      5.0  10984  52.0
88             5        2      1  1.0    4.0     -5.0  10984  52.0
89             6        1      1  1.0    5.0     -5.0  10984  52.0
90             1        3      0  1.0    0.0      5.0    113  34.0
91             2        2      0  1.0    1.0      5.0    113  34.0
92             3        1      0  1.0    2.0      5.0    113  34.0
93             4        3      1  1.0    3.0     -5.0    113  34.0
94             5        2      1  1.0    4.0     -5.0    113  34.0
95             6        1      1  1.0    5.0     -2.0    113  34.0
96             1        3      0  1.0    0.0      5.0    156  30.0
97             2        2      0  1.0    1.0      5.0    156  30.0
98             3        1      0  1.0    2.0      5.0    156  30.0
99             4        3      1  1.0    3.0     -5.0    156  30.0
100            5        2      1  1.0    4.0     -5.0    156  30.0
101            6        1      1  1.0    5.0     -5.0    156  30.0
102            1        3      0  1.0    0.0      1.0    121  20.0
103            2        2      0  1.0    1.0      0.0    121  20.0
104            3        1      0  1.0    2.0      0.0    121  20.0
105            4        3      1  1.0    3.0     -2.0    121  20.0
106            5        2      1  1.0    4.0     -1.0    121  20.0
107            6        1      1  1.0    5.0     -2.0    121  20.0
108            1        3      0  1.0    0.0      4.0    145  71.0
109            2        2      0  1.0    1.0      4.0    145  71.0
110            3        1      0  1.0    2.0      0.0    145  71.0
111            4        3      1  1.0    3.0     -3.0    145  71.0
112            5        2      1  1.0    4.0     -3.0    145  71.0
113            6        1      1  1.0    5.0      0.0    145  71.0
114            1        3      0  1.0    0.0      5.0    138  68.0
115            2        2      0  1.0    1.0      5.0    138  68.0
116            3        1      0  1.0    2.0      0.0    138  68.0
117            4        3      1  1.0    3.0     -5.0    138  68.0
118            5        2      1  1.0    4.0     -5.0    138  68.0
119            6        1      1  1.0    5.0      0.0    138  68.0
120            1        3      0  1.0    0.0      5.0    142  70.0
121            2        2      0  1.0    1.0      4.0    142  70.0
122            3        1      0  1.0    2.0      4.0    142  70.0
123            4        3      1  1.0    3.0      0.0    142  70.0
124            5        2      1  1.0    4.0      3.0    142  70.0
125            6        1      1  1.0    5.0      3.0    142  70.0
126            1        3      0  1.0    0.0      3.0  10800  26.0
127            2        2      0  1.0    1.0      4.0  10800  26.0
128            3        1      0  1.0    2.0      2.0  10800  26.0
129            4        3      1  1.0    3.0     -5.0  10800  26.0
130            5        2      1  1.0    4.0     -2.0  10800  26.0
131            6        1      1  1.0    5.0     -3.0  10800  26.0
132            1        3      0  1.0    0.0      5.0    107  23.0
133            2        2      0  1.0    1.0      5.0    107  23.0
134            3        1      0  1.0    2.0      0.0    107  23.0
135            4        3      1  1.0    3.0     -2.0    107  23.0
136            5        2      1  1.0    4.0      0.0    107  23.0
137            6        1      1  1.0    5.0      0.0    107  23.0
138            1        3      0  1.0    0.0      5.0  10369  32.0
139            2        2      0  1.0    1.0      4.0  10369  32.0
140            3        1      0  1.0    2.0      4.0  10369  32.0
141            4        3      1  1.0    3.0     -5.0  10369  32.0
142            5        2      1  1.0    4.0     -2.0  10369  32.0
143            6        1      1  1.0    5.0     -2.0  10369  32.0
144            1        3      0  1.0    0.0      0.0    126  20.0
145            2        2      0  1.0    1.0      0.0    126  20.0
146            3        1      0  1.0    2.0      0.0    126  20.0
147            4        3      1  1.0    3.0      0.0    126  20.0
148            5        2      1  1.0    4.0      0.0    126  20.0
149            6        1      1  1.0    5.0      0.0    126  20.0
150            1        3      0  1.0    0.0      1.0    151  65.0
151            2        2      0  1.0    1.0      0.0    151  65.0
152            3        1      0  1.0    2.0      2.0    151  65.0
153            4        3      1  1.0    3.0      0.0    151  65.0
154            5        2      1  1.0    4.0     -3.0    151  65.0
155            6        1      1  1.0    5.0      0.0    151  65.0
156            1        3      0  1.0    0.0      3.0    114   NaN
157            2        2      0  1.0    1.0      4.0    114   NaN
158            3        1      0  1.0    2.0      0.0    114   NaN
159            4        3      1  1.0    3.0      1.0    114   NaN
160            5        2      1  1.0    4.0      1.0    114   NaN
161            6        1      1  1.0    5.0      0.0    114   NaN
162            1        3      0  1.0    0.0      4.0    159  24.0
163            2        2      0  1.0    1.0      3.0    159  24.0
164            3        1      0  1.0    2.0      3.0    159  24.0
165            4        3      1  1.0    3.0     -5.0    159  24.0
166            5        2      1  1.0    4.0     -3.0    159  24.0
167            6        1      1  1.0    5.0     -3.0    159  24.0
168            1        3      0  1.0    0.0      5.0    124  20.0
169            2        2      0  1.0    1.0      3.0    124  20.0
170            3        1      0  1.0    2.0      0.0    124  20.0
171            4        3      1  1.0    3.0     -5.0    124  20.0
172            5        2      1  1.0    4.0     -4.0    124  20.0
173            6        1      1  1.0    5.0      0.0    124  20.0
174            1        3      0  1.0    0.0      3.0    153  29.0
175            2        2      0  1.0    1.0      0.0    153  29.0
176            3        1      0  1.0    2.0      1.0    153  29.0
177            4        3      1  1.0    3.0     -2.0    153  29.0
178            5        2      1  1.0    4.0     -3.0    153  29.0
179            6        1      1  1.0    5.0     -1.0    153  29.0
180            1        3      0  1.0    0.0      5.0  10638  72.0
181            2        2      0  1.0    1.0      5.0  10638  72.0
182            3        1      0  1.0    2.0      3.0  10638  72.0
183            4        3      1  1.0    3.0     -5.0  10638  72.0
184            5        2      1  1.0    4.0     -3.0  10638  72.0
185            6        1      1  1.0    5.0     -3.0  10638  72.0
186            1        3      0  1.0    0.0      5.0    116  25.0
187            2        2      0  1.0    1.0      1.0    116  25.0
188            3        1      0  1.0    2.0      0.0    116  25.0
189            4        3      1  1.0    3.0     -2.0    116  25.0
190            5        2      1  1.0    4.0     -1.0    116  25.0
191            6        1      1  1.0    5.0      0.0    116  25.0
192            1        3      0  1.0    0.0      5.0    137  72.0
193            2        2      0  1.0    1.0      4.0    137  72.0
194            3        1      0  1.0    2.0      1.0    137  72.0
195            4        3      1  1.0    3.0     -4.0    137  72.0
196            5        2      1  1.0    4.0     -2.0    137  72.0
197            6        1      1  1.0    5.0      0.0    137  72.0
198            1        3      0  1.0    0.0      5.0    140  68.0
199            2        2      0  1.0    1.0      5.0    140  68.0
200            3        1      0  1.0    2.0      5.0    140  68.0
201            4        3      1  1.0    3.0      5.0    140  68.0
202            5        2      1  1.0    4.0      5.0    140  68.0
203            6        1      1  1.0    5.0      5.0    140  68.0
204            1        3      0  1.0    0.0      5.0    108  21.0
205            2        2      0  1.0    1.0      4.0    108  21.0
206            3        1      0  1.0    2.0      1.0    108  21.0
207            4        3      1  1.0    3.0     -5.0    108  21.0
208            5        2      1  1.0    4.0     -3.0    108  21.0
209            6        1      1  1.0    5.0      0.0    108  21.0
210            1        3      0  1.0    0.0      4.0    147  65.0
211            2        2      0  1.0    1.0      4.0    147  65.0
212            3        1      0  1.0    2.0      2.0    147  65.0
213            4        3      1  1.0    3.0      0.0    147  65.0
214            5        2      1  1.0    4.0     -1.0    147  65.0
215            6        1      1  1.0    5.0     -1.0    147  65.0
216            1        3      0  1.0    0.0      5.0    111  80.0
217            2        2      0  1.0    1.0      5.0    111  80.0
218            3        1      0  1.0    2.0      5.0    111  80.0
219            4        3      1  1.0    3.0      5.0    111  80.0
220            5        2      1  1.0    4.0      5.0    111  80.0
221            6        1      1  1.0    5.0      0.0    111  80.0
222            1        3      0  1.0    0.0      5.0    129  68.0
223            2        2      0  1.0    1.0      5.0    129  68.0
224            3        1      0  1.0    2.0      0.0    129  68.0
225            4        3      1  1.0    3.0      0.0    129  68.0
226            5        2      1  1.0    4.0      0.0    129  68.0
227            6        1      1  1.0    5.0      0.0    129  68.0
228            1        3      0  1.0    0.0      5.0    154  67.0
229            2        2      0  1.0    1.0      4.0    154  67.0
230            3        1      0  1.0    2.0      0.0    154  67.0
231            4        3      1  1.0    3.0      0.0    154  67.0
232            5        2      1  1.0    4.0      0.0    154  67.0
233            6        1      1  1.0    5.0      0.0    154  67.0
234            1        3      0  1.0    0.0      2.0  10950  24.0
235            2        2      0  1.0    1.0      0.0  10950  24.0
236            3        1      0  1.0    2.0      0.0  10950  24.0
237            4        3      1  1.0    3.0     -3.0  10950  24.0
238            5        2      1  1.0    4.0      0.0  10950  24.0
239            6        1      1  1.0    5.0      0.0  10950  24.0
240            1        3      0  1.0    0.0      2.0    150  23.0
241            2        2      0  1.0    1.0      0.0    150  23.0
242            3        1      0  1.0    2.0      0.0    150  23.0
243            4        3      1  1.0    3.0     -2.0    150  23.0
244            5        2      1  1.0    4.0      0.0    150  23.0
245            6        1      1  1.0    5.0      0.0    150  23.0
246            1        3      0  1.0    0.0      3.0    127  76.0
247            2        2      0  1.0    1.0      3.0    127  76.0
248            3        1      0  1.0    2.0      0.0    127  76.0
249            4        3      1  1.0    3.0      3.0    127  76.0
250            5        2      1  1.0    4.0      4.0    127  76.0
251            6        1      1  1.0    5.0      5.0    127  76.0
252            1        3      0  1.0    0.0      5.0    115  21.0
253            2        2      0  1.0    1.0      5.0    115  21.0
254            3        1      0  1.0    2.0      5.0    115  21.0
255            4        3      1  1.0    3.0     -5.0    115  21.0
256            5        2      1  1.0    4.0     -2.0    115  21.0
257            6        1      1  1.0    5.0      0.0    115  21.0
258            1        3      0  1.0    0.0      0.0    149  66.0
259            2        2      0  1.0    1.0      1.0    149  66.0
260            3        1      0  1.0    2.0      0.0    149  66.0
261            4        3      1  1.0    3.0      0.0    149  66.0
262            5        2      1  1.0    4.0      0.0    149  66.0
263            6        1      1  1.0    5.0      0.0    149  66.0
264            1        3      0  1.0    0.0      5.0  11072  25.0
265            2        2      0  1.0    1.0      0.0  11072  25.0
266            3        1      0  1.0    2.0      0.0  11072  25.0
267            4        3      1  1.0    3.0      0.0  11072  25.0
268            5        2      1  1.0    4.0      0.0  11072  25.0
269            6        1      1  1.0    5.0      0.0  11072  25.0
270            1        3      0  1.0    0.0      2.0  11030  23.0
271            2        2      0  1.0    1.0      1.0  11030  23.0
272            3        1      0  1.0    2.0      2.0  11030  23.0
273            4        3      1  1.0    3.0     -3.0  11030  23.0
274            5        2      1  1.0    4.0     -2.0  11030  23.0
275            6        1      1  1.0    5.0     -1.0  11030  23.0
276            1        3      0  1.0    0.0      5.0  10998  21.0
277            2        2      0  1.0    1.0      0.0  10998  21.0
278            3        1      0  1.0    2.0     -2.0  10998  21.0
279            4        3      1  1.0    3.0     -3.0  10998  21.0
280            5        2      1  1.0    4.0      0.0  10998  21.0
281            6        1      1  1.0    5.0     -2.0  10998  21.0
282            1        3      0  1.0    0.0      5.0    144  72.0
283            2        2      0  1.0    1.0      5.0    144  72.0
284            3        1      0  1.0    2.0      0.0    144  72.0
285            4        3      1  1.0    3.0      0.0    144  72.0
286            5        2      1  1.0    4.0     -2.0    144  72.0
287            6        1      1  1.0    5.0      0.0    144  72.0
288  TrialNumber  Partner  Trait  ran  order   Rating    144  72.0
289            1        3      0  1.0    0.0      3.0    144  72.0
290            2        2      0  1.0    1.0      1.0    144  72.0
291            3        1      0  1.0    2.0      3.0    144  72.0
292            4        3      1  1.0    3.0      0.0    144  72.0
293            5        2      1  1.0    4.0     -1.0    144  72.0
294            6        1      1  1.0    5.0     -2.0    144  72.0
295            1        3      0  1.0    0.0      5.0    112  23.0
296            2        2      0  1.0    1.0      5.0    112  23.0
297            3        1      0  1.0    2.0      5.0    112  23.0
298            4        3      1  1.0    3.0     -5.0    112  23.0
299            5        2      1  1.0    4.0     -5.0    112  23.0
300            6        1      1  1.0    5.0     -4.0    112  23.0
301            1        3      0  1.0    0.0      3.0    118  21.0
302            2        2      0  1.0    1.0      2.0    118  21.0
303            3        1      0  1.0    2.0      3.0    118  21.0
304            4        3      1  1.0    3.0     -2.0    118  21.0
305            5        2      1  1.0    4.0     -1.0    118  21.0
306            6        1      1  1.0    5.0     -3.0    118  21.0
307            1        3      0  1.0    0.0      4.0    120  18.0
308            2        2      0  1.0    1.0      3.0    120  18.0
309            3        1      0  1.0    2.0      1.0    120  18.0
310            4        3      1  1.0    3.0     -5.0    120  18.0
311            5        2      1  1.0    4.0     -3.0    120  18.0
312            6        1      1  1.0    5.0     -1.0    120  18.0
313            1        3      0  1.0    0.0      3.0    157  25.0
314            2        2      0  1.0    1.0      3.0    157  25.0
315            3        1      0  1.0    2.0      3.0    157  25.0
316            4        3      1  1.0    3.0     -4.0    157  25.0
317            5        2      1  1.0    4.0     -4.0    157  25.0
318            6        1      1  1.0    5.0     -2.0    157  25.0
319            1        3      0  1.0    0.0      1.0  10774   NaN
320            2        2      0  1.0    1.0      1.0  10774   NaN
321            3        1      0  1.0    2.0      0.0  10774   NaN
322            4        3      1  1.0    3.0     -1.0  10774   NaN
323            5        2      1  1.0    4.0      0.0  10774   NaN
324            6        1      1  1.0    5.0      0.0  10774   NaN
