trial,partner,trait,ran,order,response,sub,TrialNumber,Partner,Trait,Rating
2,2,0,1.0,1.0,5.0,10881,,,,
3,1,0,1.0,2.0,5.0,10881,,,,
4,3,1,1.0,3.0,0.0,10881,,,,
5,2,1,1.0,4.0,0.0,10881,,,,
6,1,1,1.0,5.0,0.0,10881,,,,
1,3,0,1.0,0.0,5.0,11053,,,,
2,2,0,1.0,1.0,3.0,11053,,,,
3,1,0,1.0,2.0,0.0,11053,,,,
4,3,1,1.0,3.0,-5.0,11053,,,,
5,2,1,1.0,4.0,-2.0,11053,,,,
6,1,1,1.0,5.0,-1.0,11053,,,,
1,3,0,1.0,0.0,5.0,10741,,,,
2,2,0,1.0,1.0,3.0,10741,,,,
3,1,0,1.0,2.0,3.0,10741,,,,
4,3,1,1.0,3.0,-1.0,10741,,,,
5,2,1,1.0,4.0,-1.0,10741,,,,
6,1,1,1.0,5.0,-1.0,10741,,,,
1,3,0,1.0,0.0,5.0,115,,,,
2,2,0,1.0,1.0,5.0,115,,,,
3,1,0,1.0,2.0,5.0,115,,,,
4,3,1,1.0,3.0,-5.0,115,,,,
5,2,1,1.0,4.0,-2.0,115,,,,
6,1,1,1.0,5.0,0.0,115,,,,
1,3,0,1.0,0.0,0.0,149,,,,
2,2,0,1.0,1.0,1.0,149,,,,
3,1,0,1.0,2.0,0.0,149,,,,
4,3,1,1.0,3.0,0.0,149,,,,
5,2,1,1.0,4.0,0.0,149,,,,
6,1,1,1.0,5.0,0.0,149,,,,
1,3,0,1.0,0.0,-1.0,11005,,,,
2,2,0,1.0,1.0,0.0,11005,,,,
3,1,0,1.0,2.0,0.0,11005,,,,
4,3,1,1.0,3.0,0.0,11005,,,,
5,2,1,1.0,4.0,0.0,11005,,,,
6,1,1,1.0,5.0,0.0,11005,,,,
﻿TrialNumber,Partner,Trait,ran,order,Rating,11005,,,,
1,3,0,1.0,0.0,5.0,11005,,,,
2,2,0,1.0,1.0,5.0,11005,,,,
3,1,0,1.0,2.0,4.0,11005,,,,
4,3,1,1.0,3.0,-5.0,11005,,,,
5,2,1,1.0,4.0,-5.0,11005,,,,
6,1,1,1.0,5.0,-5.0,11005,,,,
1,3,0,1.0,0.0,5.0,11072,,,,
2,2,0,1.0,1.0,0.0,11072,,,,
3,1,0,1.0,2.0,0.0,11072,,,,
4,3,1,1.0,3.0,0.0,11072,,,,
5,2,1,1.0,4.0,0.0,11072,,,,
6,1,1,1.0,5.0,0.0,11072,,,,
1,3,0,1.0,0.0,5.0,10898,,,,
2,2,0,1.0,1.0,3.0,10898,,,,
3,1,0,1.0,2.0,0.0,10898,,,,
4,3,1,1.0,3.0,-5.0,10898,,,,
5,2,1,1.0,4.0,-2.0,10898,,,,
6,1,1,1.0,5.0,0.0,10898,,,,
1,3,0,1.0,0.0,4.0,10801,,,,
2,2,0,1.0,1.0,4.0,10801,,,,
3,1,0,1.0,2.0,4.0,10801,,,,
4,3,1,1.0,3.0,-5.0,10801,,,,
5,2,1,1.0,4.0,-3.0,10801,,,,
6,1,1,1.0,5.0,-1.0,10801,,,,
1,3,0,1.0,0.0,5.0,10652,,,,
2,2,0,1.0,1.0,0.0,10652,,,,
3,1,0,1.0,2.0,0.0,10652,,,,
4,3,1,1.0,3.0,0.0,10652,,,,
5,2,1,1.0,4.0,0.0,10652,,,,
6,1,1,1.0,5.0,-2.0,10652,,,,
1,3,0,1.0,0.0,2.0,11030,,,,
2,2,0,1.0,1.0,1.0,11030,,,,
3,1,0,1.0,2.0,2.0,11030,,,,
4,3,1,1.0,3.0,-3.0,11030,,,,
5,2,1,1.0,4.0,-2.0,11030,,,,
6,1,1,1.0,5.0,-1.0,11030,,,,
1,3,0,1.0,0.0,5.0,10998,,,,
2,2,0,1.0,1.0,0.0,10998,,,,
3,1,0,1.0,2.0,-2.0,10998,,,,
4,3,1,1.0,3.0,-3.0,10998,,,,
5,2,1,1.0,4.0,0.0,10998,,,,
6,1,1,1.0,5.0,-2.0,10998,,,,
1,3,0,1.0,0.0,0.0,10806,,,,
2,2,0,1.0,1.0,0.0,10806,,,,
3,1,0,1.0,2.0,-5.0,10806,,,,
4,3,1,1.0,3.0,-3.0,10806,,,,
5,2,1,1.0,4.0,0.0,10806,,,,
6,1,1,1.0,5.0,-3.0,10806,,,,
1,3,0,1.0,0.0,5.0,10617,,,,
2,2,0,1.0,1.0,5.0,10617,,,,
3,1,0,1.0,2.0,0.0,10617,,,,
4,3,1,1.0,3.0,-5.0,10617,,,,
5,2,1,1.0,4.0,-5.0,10617,,,,
6,1,1,1.0,5.0,0.0,10617,,,,
1,3,0,1.0,0.0,5.0,10783,,,,
2,2,0,1.0,1.0,5.0,10783,,,,
3,1,0,1.0,2.0,5.0,10783,,,,
4,3,1,1.0,3.0,-3.0,10783,,,,
5,2,1,1.0,4.0,-1.0,10783,,,,
6,1,1,1.0,5.0,-2.0,10783,,,,
1,3,0,1.0,0.0,3.0,10767,,,,
2,2,0,1.0,1.0,2.0,10767,,,,
3,1,0,1.0,2.0,-2.0,10767,,,,
4,3,1,1.0,3.0,-2.0,10767,,,,
5,2,1,1.0,4.0,-2.0,10767,,,,
6,1,1,1.0,5.0,-2.0,10767,,,,
1,3,0,1.0,0.0,5.0,144,,,,
2,2,0,1.0,1.0,5.0,144,,,,
3,1,0,1.0,2.0,0.0,144,,,,
4,3,1,1.0,3.0,0.0,144,,,,
5,2,1,1.0,4.0,-2.0,144,,,,
6,1,1,1.0,5.0,0.0,144,,,,
TrialNumber,Partner,Trait,ran,order,Rating,144,,,,
1,3,0,1.0,0.0,3.0,144,,,,
2,2,0,1.0,1.0,1.0,144,,,,
3,1,0,1.0,2.0,3.0,144,,,,
4,3,1,1.0,3.0,0.0,144,,,,
5,2,1,1.0,4.0,-1.0,144,,,,
6,1,1,1.0,5.0,-2.0,144,,,,
1,3,0,1.0,0.0,5.0,10843,,,,
2,2,0,1.0,1.0,5.0,10843,,,,
3,1,0,1.0,2.0,3.0,10843,,,,
4,3,1,1.0,3.0,1.0,10843,,,,
5,2,1,1.0,4.0,1.0,10843,,,,
6,1,1,1.0,5.0,2.0,10843,,,,
1,3,0,1.0,0.0,5.0,112,,,,
2,2,0,1.0,1.0,5.0,112,,,,
3,1,0,1.0,2.0,5.0,112,,,,
4,3,1,1.0,3.0,-5.0,112,,,,
5,2,1,1.0,4.0,-5.0,112,,,,
6,1,1,1.0,5.0,-4.0,112,,,,
1,3,0,1.0,0.0,5.0,10636,,,,
2,2,0,1.0,1.0,3.0,10636,,,,
3,1,0,1.0,2.0,0.0,10636,,,,
4,3,1,1.0,3.0,-5.0,10636,,,,
5,2,1,1.0,4.0,-1.0,10636,,,,
6,1,1,1.0,5.0,0.0,10636,,,,
1,3,0,1.0,0.0,3.0,118,,,,
2,2,0,1.0,1.0,2.0,118,,,,
3,1,0,1.0,2.0,3.0,118,,,,
4,3,1,1.0,3.0,-2.0,118,,,,
5,2,1,1.0,4.0,-1.0,118,,,,
6,1,1,1.0,5.0,-3.0,118,,,,
1,3,0,1.0,0.0,5.0,10641,,,,
2,2,0,1.0,1.0,1.0,10641,,,,
3,1,0,1.0,2.0,4.0,10641,,,,
4,3,1,1.0,3.0,-2.0,10641,,,,
5,2,1,1.0,4.0,-5.0,10641,,,,
6,1,1,1.0,5.0,-3.0,10641,,,,
1,3,0,1.0,0.0,3.0,10918,,,,
2,2,0,1.0,1.0,0.0,10918,,,,
3,1,0,1.0,2.0,0.0,10918,,,,
4,3,1,1.0,3.0,-2.0,10918,,,,
5,2,1,1.0,4.0,0.0,10918,,,,
6,1,1,1.0,5.0,0.0,10918,,,,
1,3,0,1.0,0.0,5.0,10862,,,,
2,2,0,1.0,1.0,5.0,10862,,,,
3,1,0,1.0,2.0,3.0,10862,,,,
4,3,1,1.0,3.0,-5.0,10862,,,,
5,2,1,1.0,4.0,-2.0,10862,,,,
6,1,1,1.0,5.0,-3.0,10862,,,,
1,3,0,1.0,0.0,3.0,10886,,,,
2,2,0,1.0,1.0,0.0,10886,,,,
3,1,0,1.0,2.0,0.0,10886,,,,
4,3,1,1.0,3.0,-3.0,10886,,,,
5,2,1,1.0,4.0,0.0,10886,,,,
6,1,1,1.0,5.0,0.0,10886,,,,
1,3,0,1.0,0.0,4.0,120,,,,
2,2,0,1.0,1.0,3.0,120,,,,
3,1,0,1.0,2.0,1.0,120,,,,
4,3,1,1.0,3.0,-5.0,120,,,,
5,2,1,1.0,4.0,-3.0,120,,,,
6,1,1,1.0,5.0,-1.0,120,,,,
1,3,0,1.0,0.0,3.0,157,,,,
2,2,0,1.0,1.0,3.0,157,,,,
3,1,0,1.0,2.0,3.0,157,,,,
4,3,1,1.0,3.0,-4.0,157,,,,
5,2,1,1.0,4.0,-4.0,157,,,,
6,1,1,1.0,5.0,-2.0,157,,,,
1,3,0,1.0,0.0,1.0,10774,,,,
2,2,0,1.0,1.0,1.0,10774,,,,
3,1,0,1.0,2.0,0.0,10774,,,,
4,3,1,1.0,3.0,-1.0,10774,,,,
5,2,1,1.0,4.0,0.0,10774,,,,
6,1,1,1.0,5.0,0.0,10774,,,,
1,3,0,1.0,0.0,3.0,10673,,,,
2,2,0,1.0,1.0,1.0,10673,,,,
3,1,0,1.0,2.0,0.0,10673,,,,
4,3,1,1.0,3.0,-5.0,10673,,,,
5,2,1,1.0,4.0,-1.0,10673,,,,
6,1,1,1.0,5.0,0.0,10673,,,,
1,3,0,1.0,0.0,5.0,10850,,,,
2,2,0,1.0,1.0,4.0,10850,,,,
3,1,0,1.0,2.0,2.0,10850,,,,
4,3,1,1.0,3.0,-5.0,10850,,,,
5,2,1,1.0,4.0,-2.0,10850,,,,
6,1,1,1.0,5.0,0.0,10850,,,,
