sub	run	tsnr	fd_mean
104	01	76.06008675228804	0.08169802966915846
104	02	79.48459305311553	0.08623356306204619
105	01	84.52538567595184	0.0892819291527786
105	02	101.48216637654696	0.08540852907217188
106	02	72.52771817147732	0.19672556564484694
106	01	77.27958074398339	0.19275491353827207
107	01	79.4366220140364	0.0955621389399505
107	02	88.72199194412678	0.08612393805234433
108	02	50.302941114641726	0.1746504808903811
108	01	54.33331271633506	0.13317686952275334
109	01	74.00421273917891	0.15247298330969086
109	02	61.332185827195644	0.22639267329935822
110	01	82.74473912920803	0.07153183657363787
110	02	61.762194980634376	0.1073577714669642
111	02	37.10449545294978	0.3580436810631859
111	01	41.251053089043126	0.3083959649043581
112	02	77.45707679260522	0.1443028278372824
112	01	77.79671599040739	0.11362602557997463
113	01	52.24625281873159	0.15420168085312597
113	02	78.98569210804999	0.14799179761794537
115	02	88.77973177295644	0.1540371407367658
115	01	82.28182384860702	0.14275047390219853
116	02	38.64520978927612	0.29454743887994467
116	01	38.164918730035424	0.2914383086949957
117	01	73.51748211123049	0.13807388861634948
117	02	78.14742242707871	0.1502134974687759
118	02	29.43503314408008	0.6085118583610243
118	01	65.7589008519426	0.215231917361174
120	02	21.187372393440455	0.9340866005516215
120	01	63.34284983226098	0.16373095010908612
121	01	90.86082315840758	0.10675036900574239
121	02	90.43104650080204	0.1104381558403195
122	02	96.33279596152715	0.1350063054367421
122	01	92.34064490441233	0.14776497565890478
124	02	67.37967575062066	0.17280061114407524
124	01	69.02651737583801	0.17436385720169378
125	02	100.02652647765353	0.09335314047272102
125	01	84.29744789935648	0.12321939487516528
126	02	55.10111485980451	0.21949933948955966
126	01	23.344102151924744	0.3708631555941544
127	01	80.21453018649481	0.16721167560940986
127	02	73.32561221439391	0.16801116337315436
128	02	65.72886253148317	0.31775654602097086
128	01	57.5475792682264	0.3287516628351129
129	01	47.33010636619292	0.4851785005306178
129	02	43.03366611711681	0.5771026013030691
130	02	32.21481283660978	0.3844982645786675
130	01	29.44622934097424	0.519217627949979
131	02	24.64254608983174	0.5804644565366027
131	01	24.31805960321799	0.4926385907275519
