subject,feat_relpath,cope_idx,contrast_name,contrast_fix,H_common,H_source,scale_factor,psc_mean,roi
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.422763,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.422763,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.087961,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,0.422763,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,0.041176,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.497597,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.131059,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.111511,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.057536,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.422763,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.422763,masks/seed-ofc.nii.gz
sub-10685,derivatives/fsl/sub-10685/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.422763,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,-0.110425,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,-0.121657,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,0.035662,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,0.098032,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.28498,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.03218,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.24749,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.164186,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.112498,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.275003,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.047778,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.045559,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope24.feat,24,F-(S+C) rew,2.0,0.1365668,ppheight_header,6.828339999999999,0.216566,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope25.feat,25,F-(S+C) pun,2.0,0.1365668,ppheight_header,6.828339999999999,-0.295439,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope26.feat,26,F-(S+C) rew-pun,4.0,0.1365668,ppheight_header,3.4141699999999995,0.266224,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope27.feat,27,F_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.00712,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.376384,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.207532,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.231586,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.367728,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.043197,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10690,derivatives/fsl/sub-10690/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.207431,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,-0.120847,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,-0.286546,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,-0.294659,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.15031,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.089311,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.054061,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.047205,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.192923,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.057305,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.248339,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.098292,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.290574,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope24.feat,24,F-(S+C) rew,2.0,0.1365668,ppheight_header,6.828339999999999,-0.220401,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope25.feat,25,F-(S+C) pun,2.0,0.1365668,ppheight_header,6.828339999999999,-0.354055,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope26.feat,26,F-(S+C) rew-pun,4.0,0.1365668,ppheight_header,3.4141699999999995,0.066996,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope27.feat,27,F_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.295399,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.372706,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.340974,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.336881,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.058287,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.158111,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-10691,derivatives/fsl/sub-10691/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.003537,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,-1.4e-05,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,-0.001943,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,0.028795,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,0.033943,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.002616,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.010055,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.009178,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.004399,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.026751,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.016727,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.003028,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,0.0126,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope24.feat,24,F-(S+C) rew,2.0,0.1365668,ppheight_header,6.828339999999999,0.003539,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope25.feat,25,F-(S+C) pun,2.0,0.1365668,ppheight_header,6.828339999999999,0.017742,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope26.feat,26,F-(S+C) rew-pun,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.003053,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope27.feat,27,F_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.020495,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.002188,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,0.039277,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.013145,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.030675,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.02024,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-107,derivatives/fsl/sub-107/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,-0.015541,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.091103,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,0.000797,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,0.04366,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,0.09127,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,0.075629,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.009155,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.007102,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.031975,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.053176,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.059488,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.063334,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.058506,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.091103,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.091103,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.091103,masks/seed-ofc.nii.gz
sub-10701,derivatives/fsl/sub-10701/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,0.071637,masks/seed-ofc.nii.gz
