rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
293.5699768066406	192.43775939941406	9.066106796264648	71.58841857910156	167.05950546264648	245.05677032470703	365.4218215942383	820.8924682617196	3291.60791015625
282.060302734375	184.8656463623047	8.740066528320312	66.66431427001953	158.94309616088867	236.42658233642578	354.27245330810547	791.7298156738284	2655.100341796875
282.9930419921875	183.61190795898438	4.1315131187438965	69.2807487487793	160.93477249145508	236.32711791992188	353.4906234741211	787.8399536132825	2738.73046875
282.82733154296875	181.6046142578125	3.692469596862793	70.14377059936524	162.20997619628906	237.2433090209961	353.1981506347656	784.9408569335939	2608.80712890625
276.660400390625	177.57958984375	4.264035224914551	68.95477600097657	158.66866302490234	232.58277130126953	344.7267837524414	765.4840332031265	2672.12255859375
275.93609619140625	176.90689086914062	7.74357271194458	67.95977783203125	158.41250610351562	231.6396255493164	344.2134017944336	762.9642456054688	2926.593994140625
276.2727966308594	176.7152557373047	9.539958000183105	68.71688232421874	158.57471084594727	232.18115997314453	344.5830535888672	758.50258178711	2659.831298828125
274.5078125	175.5683135986328	4.539819717407227	68.72703170776367	158.01698684692383	231.01122283935547	342.9256286621094	759.0014526367188	2409.144287109375
275.2871398925781	176.89431762695312	8.061430931091309	68.78244857788086	158.19501113891602	231.3367691040039	343.6988983154297	761.2695129394538	2737.369384765625
273.1602783203125	174.51943969726562	4.101296424865723	68.16469039916993	157.13914108276367	229.17474365234375	340.4697494506836	750.7765502929692	2747.435791015625
275.5266418457031	175.96871948242188	9.319441795349121	68.42983627319336	158.7320098876953	231.9860610961914	343.0469284057617	756.5985168457032	2787.561279296875
272.2848815917969	173.93685913085938	4.430237770080566	68.26493377685547	156.57282638549805	228.95086669921875	338.9314498901367	750.2603454589848	2667.258056640625
270.0830383300781	172.14462280273438	7.427309036254883	67.90704574584962	156.5206069946289	227.4361114501953	335.8418655395508	746.6833801269531	2554.04638671875
272.3770446777344	174.2290496826172	10.155916213989258	67.9510871887207	156.16254425048828	228.627685546875	339.90393829345703	754.2265686035158	2567.103759765625
270.7779846191406	173.1205291748047	9.338781356811523	67.24783782958984	156.50766372680664	227.42650604248047	336.84983825683594	748.1646301269532	2678.28857421875
271.2514343261719	173.89695739746094	3.809908151626587	67.42518997192383	156.3589744567871	228.00745391845703	337.9014663696289	750.6079406738281	2803.083251953125
271.2501525878906	173.32957458496094	6.954533100128174	68.49543685913086	156.52870178222656	228.53846740722656	336.9248733520508	751.2465026855477	2509.05517578125
272.7281188964844	174.0757293701172	10.094199180603027	67.1288932800293	157.44586563110352	229.72850036621094	340.14825439453125	751.208337402344	2914.68701171875
271.2843933105469	172.84683227539062	2.442652463912964	68.09795837402343	156.75458145141602	228.01834106445312	338.6259536743164	746.9609130859378	2788.94580078125
269.4450378417969	172.07542419433594	4.611881732940674	67.0210968017578	155.9611930847168	226.7378921508789	335.05167388916016	742.5279174804697	2659.41796875
269.9864196777344	173.18296813964844	12.36213493347168	66.67778167724609	155.3563995361328	226.87357330322266	336.7468795776367	745.3355468750004	2937.304443359375
271.91778564453125	173.7935333251953	9.610166549682617	68.12975006103515	157.1416244506836	228.79689025878906	337.6865921020508	753.3873107910157	2556.21337890625
274.7119140625	174.94448852539062	6.034832954406738	68.52920303344726	158.9054069519043	230.5615463256836	342.5527801513672	755.6757995605473	2819.92236328125
273.0182800292969	175.53932189941406	6.785093784332275	68.7125114440918	156.9633445739746	228.79507446289062	339.8228759765625	753.7536010742192	2492.636962890625
275.686767578125	175.7843780517578	5.230085849761963	69.07538070678712	158.88763809204102	231.3931121826172	344.71627044677734	755.8465942382815	2934.60498046875
269.5242004394531	172.19569396972656	1.8789399862289429	67.2846061706543	155.35321044921875	226.87654876708984	334.6551284790039	742.2229309082039	2667.312744140625
271.07501220703125	173.34852600097656	6.69429874420166	67.71570358276367	156.2141876220703	228.06060028076172	337.4595642089844	750.5062927246095	2440.225830078125
268.7035827636719	172.68519592285156	8.523945808410645	67.58489685058593	154.9556655883789	225.68590545654297	334.27955627441406	745.4725830078128	2746.8154296875
268.044677734375	171.20657348632812	8.314173698425293	66.61187973022462	155.1454200744629	225.5199737548828	333.42799377441406	740.4709960937503	2456.475830078125
266.3269958496094	170.9889678955078	1.8070173263549805	67.2373031616211	153.852783203125	224.0196990966797	329.97694396972656	739.4606018066409	2677.1337890625
266.49853515625	170.56915283203125	4.3628387451171875	66.40593948364258	154.1523666381836	224.7057113647461	331.6088104248047	736.9180847167981	2673.6044921875
264.23193359375	169.2499237060547	6.835844993591309	66.78965454101562	152.57590866088867	222.6478729248047	328.49220275878906	730.1586364746096	2819.242431640625
265.9530029296875	170.34744262695312	8.307266235351562	66.85059051513672	153.77883529663086	223.62393188476562	329.8650436401367	732.4078857421877	2928.596435546875
267.4034729003906	171.2338104248047	2.8842108249664307	66.57313079833985	154.37485122680664	224.16486358642578	332.4123077392578	740.2007141113286	2834.28076171875
267.3304748535156	170.5655059814453	9.560995101928711	66.43236618041992	154.51972579956055	224.59451293945312	331.90863037109375	737.2526123046875	2546.95166015625
267.8326721191406	170.88345336914062	4.577376365661621	66.57563095092773	154.8511085510254	225.22262573242188	334.3042755126953	738.0306518554693	2584.519287109375
271.219482421875	172.4218292236328	7.498032569885254	68.54985733032227	157.46124649047852	228.46443939208984	337.39942932128906	746.6163391113283	2706.94873046875
272.56768798828125	174.50799560546875	7.5916314125061035	68.07165069580078	157.01898193359375	229.4327163696289	338.25962829589844	757.0972412109381	2956.6298828125
271.545166015625	173.4332275390625	6.849342346191406	67.49117507934571	156.4697265625	228.61490631103516	339.0028381347656	749.3001770019532	2907.84375
270.79254150390625	173.04409790039062	7.961831092834473	67.23785095214843	156.11272048950195	227.61587524414062	336.8143081665039	754.7668640136724	2382.645751953125
268.7842102050781	170.7884521484375	1.4377107620239258	67.27907028198243	156.06264114379883	226.5135269165039	334.2515869140625	738.1984497070313	2585.09912109375
271.8913879394531	174.0903778076172	4.83648157119751	67.64929580688477	156.57715225219727	228.33588409423828	339.71568298339844	750.6879394531252	3212.876953125
269.2190856933594	170.75027465820312	8.485182762145996	67.39963607788086	156.3471336364746	226.87114715576172	335.4192657470703	735.7841674804689	2555.013671875
