TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,4.037500e+00,1.615000e+00,1.0,0.0,2.4999608e-06,0.0048815,4.009858,1.0,5.359504,1.349646,5.459918,2.965354,8.42773,1.0,8.427874,9.035482,5.025624,9.0356455,13.075191,--
2,2,6,2,3,4.037500e+00,2.422500e+00,1.0,1.0,--,--,13.090932,2.0,14.443079,1.3521471,14.54344,3.7703528,18.315666,7.0,18.315786,18.922026,5.8310933,18.92216,22.96164,--
3,3,9,3,3,8.075000e-01,1.615000e+00,1.0,2.0,--,--,22.972847,2.0,23.609613,0.636767,23.709982,3.678233,27.390987,9.0,27.391106,27.9966,5.0237527,27.996735,28.80622,--
4,4,4,2,1,4.037500e+00,1.615000e+00,1.0,3.0,--,--,28.818718,2.0,29.659605,0.8408869,29.759977,3.474113,33.23689,2.0,33.237003,33.84474,5.0260224,33.844875,37.884705,--
5,5,3,1,3,8.075000e-01,8.075000e-01,1.0,4.0,--,--,37.88849,1.0,38.409397,0.5209115,38.50977,2.9865885,41.49867,1.0,41.498783,42.103672,4.215184,42.10381,42.9131,--
6,6,3,1,3,2.422500e+00,8.075000e-01,1.0,5.0,--,--,42.914913,1.0,43.74492,0.8300046,43.84527,2.6774955,46.524734,3.0,46.52485,47.12978,4.2148666,47.129917,49.55514,--
7,7,3,1,3,2.422500e+00,1.615000e+00,1.0,6.0,--,--,49.55717,2.0,51.00959,1.452418,51.10995,2.862582,53.97452,8.0,53.974648,54.580864,5.0236945,54.581,57.005623,--
8,8,4,2,1,8.075000e-01,1.615000e+00,1.0,7.0,--,--,57.01828,1.0,58.376007,1.3577273,58.476368,2.9572728,61.435673,7.0,61.435787,62.042206,5.023927,62.04234,62.852367,--
9,9,7,3,1,4.037500e+00,1.615000e+00,1.0,8.0,--,--,62.855667,2.0,63.593006,0.7373365,63.69339,3.5776634,67.27416,3.0,67.27428,67.87784,5.022173,67.877975,71.91735,--
10,10,9,3,3,8.075000e-01,1.615000e+00,1.0,9.0,--,--,71.91934,2.0,73.37618,1.4568433,73.476555,2.8581567,76.338394,8.0,76.33851,76.94413,5.0247903,76.94427,77.753784,--
11,11,1,1,1,8.075000e-01,2.422500e+00,1.0,10.0,--,--,77.75689,1.0,78.39268,0.6357878,78.493034,4.486712,82.98165,6.0,82.981766,83.5884,5.8315115,83.58853,84.397675,--
