dataset	subject	session	type	runs	strategy	status	problem	path
rf1	10716	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10716/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10716	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10716/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10718	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10718/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10718	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10718/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10720	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10720/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10720	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10720/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10723	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10723/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10723	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10723/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10741	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10741/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10741	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10741/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10748	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10748/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10748	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10748/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10767	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10767/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10767	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10767/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10770	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10770/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10770	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10770/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10777	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10777/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10777	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10777/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10781	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10781/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10781	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10781/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10783	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10783/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10783	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10783/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10785	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10785/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10785	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10785/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10794	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10794/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10794	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10794/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10800	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10800/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10800	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10800/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10801	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10801/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10801	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10801/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10802	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10802/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10802	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10802/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10803	01	act	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10803/ses-01/L1_task-sharedreward_model-fulltrial_type-act_run-1_sm-6.feat
rf1	10803	01	ppi_seed-vs	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10803/ses-01/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-1_sm-6.feat
rf1	10804	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10804/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10804	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10804/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10806	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10806/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10806	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10806/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10807	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10807/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10807	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10807/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10809	01	act	2	l1_passthrough	unverified	unverified retained L1 runs [2]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10809/ses-01/L1_task-sharedreward_model-fulltrial_type-act_run-2_sm-6.feat
rf1	10809	01	ppi_seed-vs	2	l1_passthrough	unverified	unverified retained L1 runs [2]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10809/ses-01/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-2_sm-6.feat
rf1	10810	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10810/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10810	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10810/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10812	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10812/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10812	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10812/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10817	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10817/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10817	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10817/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10827	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10827/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10827	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10827/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10831	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10831/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10831	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10831/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10834	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10834/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10834	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10834/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10838	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10838/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10838	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10838/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10843	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10843/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10843	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10843/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10850	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10850/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10850	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10850/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10854	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10854/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10854	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10854/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10857	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10857/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10857	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10857/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10858	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10858/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10858	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10858/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10860	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10860/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10860	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10860/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10862	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10862/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10862	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10862/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10863	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10863/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10863	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10863/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10866	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10866/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10866	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10866/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10875	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10875/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10875	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10875/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10881	01	act	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10881/ses-01/L1_task-sharedreward_model-fulltrial_type-act_run-1_sm-6.feat
rf1	10881	01	ppi_seed-vs	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10881/ses-01/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-1_sm-6.feat
rf1	10886	01	act	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10886/ses-01/L1_task-sharedreward_model-fulltrial_type-act_run-1_sm-6.feat
rf1	10886	01	ppi_seed-vs	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10886/ses-01/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-1_sm-6.feat
rf1	10887	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10887/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10887	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10887/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10896	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10896/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10896	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10896/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10897	01	act	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10897/ses-01/L1_task-sharedreward_model-fulltrial_type-act_run-1_sm-6.feat
rf1	10897	01	ppi_seed-vs	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10897/ses-01/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-1_sm-6.feat
rf1	10898	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10898/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10898	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10898/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10908	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10908/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10908	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10908/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10913	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10913/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10913	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10913/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10918	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10918/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10918	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10918/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10919	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10919/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10919	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10919/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10924	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10924/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10924	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10924/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10926	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10926/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10926	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10926/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10928	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10928/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
